ProdDate,MonInjSteam(m3),MonthlyOil(m3),MonInjGas(E3m3),CumInjGas(E3m3),PrdHours(hr),InjHours(hr),CumInjSteam(m3),CumInjGas(E3m3).1,CumPrdOil(m3),Percentage_Change_Monthly_Injected_Steam
2019-01-01,106529.8,36859.8,0.0,0.0,22429,15693,20515396.5,0.0,6877422.1,26.0947943927778
2019-02-01,102078.3,31577.1,0.0,0.0,21242,12528,20617474.8,0.0,6908999.2,4.178642971262503
2019-03-01,101820.6,36414.0,0.0,0.0,23330,12725,20719295.4,0.0,6945413.2,0.2524532638180643
2019-04-01,111286.2,37705.1,0.0,0.0,22680,13500,20830581.6,0.0,6983118.3,9.296350640243723
2019-05-01,90730.3,32983.5,0.0,0.0,24766,14112,20921311.9,0.0,7016101.8,18.47120307818938
2019-08-01,71876.4,29022.5,0.0,0.0,21857,13392,21121682.5,0.0,7093377.0,15.742558820805652
2019-09-01,67865.3,26812.7,0.0,0.0,22349,10344,21189547.8,0.0,7120189.7,5.580552170114239
2019-10-01,80892.8,25537.6,0.0,0.0,24632,12972,21270440.6,0.0,7145727.3,19.19611347772721
2019-11-01,87078.9,23167.3,0.0,0.0,23436,14295,21357519.5,0.0,7168894.6,7.647281340242884
2019-12-01,90104.7,24461.7,0.0,0.0,25270,12369,21447624.2,0.0,7193356.3,3.4747797686925264
2020-01-01,89139.6,25680.2,0.0,0.0,25480,11904,21536763.8,0.0,7219036.5,1.0710873017722666
2020-02-01,89376.8,26124.3,0.0,0.0,24777,11424,21626140.6,0.0,7245160.8,0.266099466454861
2020-03-01,99250.5,29746.3,0.0,0.0,25740,14496,21725391.1,0.0,7274907.1,11.047274012942944
2017-12-01,128760.9,42833.2,0.0,0.0,28128,13212,19198023.1,0.0,6451691.6,2.077366111597767
2017-11-01,126140.5,43846.0,0.0,0.0,28691,12960,19069262.2,0.0,6408858.4,5.528585465809477
1999-11-01,64589.0,24310.3,0.0,0.0,13453,11208,1001665.3,0.0,454488.3,5.376580377679129
1999-12-01,60348.0,24441.8,0.0,0.0,13556,11144,1062013.3,0.0,478930.1,6.5661335521528414
2015-09-01,129281.1,45223.4,0.0,0.0,35143,12522,15751504.3,0.0,5251441.8,0.6208584143943874
2015-10-01,132580.5,46750.8,0.0,0.0,35642,11895,15884084.8,0.0,5298192.6,2.5521131859181256
2015-11-01,130512.9,44777.9,0.0,0.0,33565,12226,16014597.7,0.0,5342970.5,1.5595053571226591
2015-12-01,127262.4,48586.6,0.0,0.0,34415,12648,16141860.1,0.0,5391557.1,2.490558404571497
2016-01-01,125967.6,48700.9,0.0,0.0,30824,12648,16267827.7,0.0,5440258.0,1.01742541394787
2016-02-01,119668.5,46070.1,0.0,0.0,28873,11832,16387496.2,0.0,5486328.1,5.000571575548007
2016-03-01,130979.0,47720.2,0.0,0.0,30559,12648,16518475.2,0.0,5534048.3,9.4515265086468
2016-04-01,126248.9,45876.5,0.0,0.0,28161,12240,16644724.1,0.0,5579924.8,3.611342276242757
2016-05-01,124519.2,45336.9,0.0,0.0,28815,12648,16769243.3,0.0,5625261.7,1.3700713431958556
2016-06-01,120012.0,45503.4,0.0,0.0,28620,12264,16889255.3,0.0,5670765.1,3.619682747720832
2016-07-01,122403.6,42417.6,0.0,0.0,30160,13368,17011658.9,0.0,5713182.7,1.9928007199280229
2016-08-01,126210.0,41667.8,0.0,0.0,30693,13368,17137868.9,0.0,5754850.5,3.109712459437453
2015-05-01,112828.1,48888.3,0.0,0.0,39312,14136,15308072.7,0.0,5082092.7,9.15989102209358
2016-09-01,122240.9,38908.6,0.0,0.0,31308,13474,17260109.8,0.0,5793759.1,3.144837968465264
2016-11-01,128026.0,41804.1,0.0,0.0,31244,12960,17518642.8,0.0,5879043.3,1.9010474533933008
2016-12-01,131142.4,42036.5,0.0,0.0,30103,13392,17649785.2,0.0,5921079.8,2.4341930545357826
2017-01-01,129529.5,41094.0,0.0,0.0,28698,13392,17779314.7,0.0,5962173.8,1.229884461470887
2017-02-01,121017.7,35560.1,0.0,0.0,24556,13608,17900332.4,0.0,5997733.9,6.571321590834522
2017-03-01,142059.2,41450.5,0.0,0.0,28849,14425,18042391.6,0.0,6039184.4,17.387126015450647
2017-04-01,129869.1,37948.8,0.0,0.0,28706,12494,18172260.7,0.0,6077133.2,8.581000033788733
2017-05-01,114298.6,37848.2,0.0,0.0,27956,13848,18286559.3,0.0,6114981.4,11.989380075783997
2017-06-01,131858.0,50909.6,0.0,0.0,30089,13680,18418417.3,0.0,6165891.0,15.362742850743572
2017-07-01,131117.0,50610.5,0.0,0.0,29993,14136,18549534.3,0.0,6216501.5,0.561968177888339
2017-08-01,130498.1,48822.8,0.0,0.0,30092,14136,18680032.4,0.0,6265324.3,0.4720211719304035
2017-09-01,129566.9,48635.6,0.0,0.0,28910,12960,18809599.3,0.0,6313959.9,0.7135736075851051
2017-10-01,133522.4,51052.5,0.0,0.0,29970,13680,18943121.7,0.0,6365012.4,3.0528630383222843
2016-10-01,130507.0,43480.1,0.0,0.0,32774,13593,17390616.8,0.0,5837239.2,6.76213934943215
2020-04-01,73738.1,24407.9,0.0,0.0,23112,11520,21799129.2,0.0,7299315.0,25.70505942035556
2001-08-01,43295.0,14542.3,0.0,0.0,13991,21399,2326665.6,0.0,967260.2,0.932509616505417
2001-10-01,47980.6,13819.9,0.0,0.0,14517,22320,2417776.2,0.0,996046.3,11.24646417806632
2006-08-01,65977.3,15138.7,0.0,0.0,24881,17305,5665699.8,0.0,1929540.2,13.06311092222694
2006-09-01,61886.8,17033.6,0.0,0.0,25478,14876,5727586.6,0.0,1946573.8,6.199859648697359
2006-10-01,61236.1,16415.2,0.0,0.0,25159,13234,5788822.7,0.0,1962989.0,1.0514358473858842
2006-11-01,53752.3,18790.0,0.0,0.0,24380,13353,5842575.0,0.0,1981779.0,12.22122244884961
2006-12-01,57399.4,20802.2,0.0,0.0,27774,12960,5899974.4,0.0,2002581.2,6.785011990184597
2007-01-01,50488.0,20208.1,0.0,0.0,30884,12013,5950462.4,0.0,2022789.3,12.040892413509551
2007-02-01,46465.3,17473.2,0.0,0.0,24685,12510,5996927.7,0.0,2040262.5,7.967635873871015
2007-03-01,53039.6,22496.0,0.0,0.0,25651,14136,6049967.3,0.0,2062758.5,14.148837950040116
2007-04-01,58554.0,19024.0,0.0,0.0,25641,13320,6108521.3,0.0,2081782.5,10.39676015656228
2007-05-01,62124.7,19256.4,0.0,0.0,25560,16176,6170646.0,0.0,2101038.9,6.098131639170679
2007-06-01,62215.7,18903.3,0.0,0.0,24775,15840,6232861.7,0.0,2119942.2,0.1464795805854901
2007-07-01,69271.1,16814.4,0.0,0.0,25545,15537,6302132.8,0.0,2136756.6,11.340224412808997
2007-08-01,67154.5,16884.4,0.0,0.0,23174,14724,6369287.3,0.0,2153641.0,3.055531094496844
2007-09-01,74508.9,17307.0,0.0,0.0,23194,15744,6443796.2,0.0,2170948.0,10.951462671898373
2007-10-01,80257.4,18721.9,0.0,0.0,23870,16649,6524053.6,0.0,2189669.9,7.715185702647598
2007-11-01,75864.3,19331.4,0.0,0.0,23288,15638,6599917.9,0.0,2209001.3,5.473763167010137
2007-12-01,69683.5,21029.2,0.0,0.0,27155,17605,6669601.4,0.0,2230030.5,8.147178580702652
2008-01-01,70727.0,20606.0,0.0,0.0,25087,16806,6740328.4,0.0,2250636.5,1.4974850574382748
2008-02-01,58609.9,20125.1,0.0,0.0,22860,18590,6798938.3,0.0,2270761.6,17.132212592079398
2008-03-01,62649.5,22752.9,0.0,0.0,25439,16559,6861587.8,0.0,2293514.5,6.892350950948556
2008-04-01,61780.3,20289.2,0.0,0.0,25763,15036,6923368.1,0.0,2313803.7,1.387401336004268
2008-05-01,76598.8,22955.7,0.0,0.0,27354,17248,6999966.9,0.0,2336759.4,23.985801299119625
2008-06-01,63885.3,23354.4,0.0,0.0,27428,16013,7063852.2,0.0,2360113.8,16.59751849898432
2008-07-01,67314.3,25120.4,0.0,0.0,29710,17637,7131166.5,0.0,2385234.2,5.367431944437917
2008-08-01,78118.2,23125.2,0.0,0.0,30428,12574,7209284.7,0.0,2408359.4,16.049932926584674
2006-07-01,58354.4,14771.6,0.0,0.0,23945,15728,5599722.5,0.0,1914401.5,17.973140513293394
2006-05-01,50406.6,13300.4,0.0,0.0,21260,13944,5470227.5,0.0,1889102.9,11.909530350533192
2006-04-01,57221.4,13497.8,0.0,0.0,21215,13264,5419820.9,0.0,1875802.5,22.183645910253635
2006-02-01,56059.8,14792.0,0.0,0.0,18716,12384,5289065.6,0.0,1848957.8,4.586057132622923
2003-10-01,40106.7,17163.3,0.0,0.0,11197,10564,3822048.3,0.0,1336238.7,6.256706168482795
2003-12-01,65176.9,19014.1,0.0,0.0,11454,14536,3942473.4,0.0,1367349.0,17.971083220810826
2004-01-01,70338.9,17149.6,0.0,0.0,13187,16390,4012812.3,0.0,1384498.6,7.919983920683538
2004-02-01,59893.0,19423.4,0.0,0.0,12870,15296,4072705.3,0.0,1403922.0,14.850815125058814
2004-03-01,52378.8,22835.2,0.0,0.0,16938,14413,4125084.1,0.0,1426757.2,12.54604043878249
2004-04-01,45256.7,21835.6,0.0,0.0,16883,12124,4170340.8,0.0,1448592.8,13.597295088852755
2004-05-01,47678.5,28778.5,0.0,0.0,19699,11376,4218019.3,0.0,1477371.3,5.3512518588408
2004-06-01,52708.9,26223.7,0.0,0.0,18463,11655,4270728.2,0.0,1503595.0,10.55066749163669
2004-07-01,41875.3,23457.7,0.0,0.0,18348,11843,4312603.5,0.0,1527052.7,20.55364464065841
2004-09-01,51332.2,19466.4,0.0,0.0,18848,11913,4419764.2,0.0,1567480.9,8.053771819053
2004-10-01,54562.7,21031.6,0.0,0.0,19538,12468,4474326.9,0.0,1588512.5,6.293320761627208
2004-11-01,53924.6,18481.5,0.0,0.0,18991,12420,4528251.5,0.0,1606994.0,1.169480249327837
2008-09-01,77405.8,19769.5,0.0,0.0,29200,19371,7286690.5,0.0,2428128.9,0.9119513762477772
2004-12-01,46371.6,20241.4,0.0,0.0,20130,11511,4574623.1,0.0,1627235.4,14.006594392911587
2005-02-01,44386.4,16202.7,0.0,0.0,17394,10067,4667501.3,0.0,1661003.3,8.466173662351162
2005-03-01,50909.1,17668.0,0.0,0.0,20030,11076,4718410.4,0.0,1678671.3,14.695267018726454
2005-04-01,43789.6,15489.9,0.0,0.0,18622,10299,4762200.0,0.0,1694161.2,13.984729645583991
2005-05-01,44695.6,15080.1,0.0,0.0,19128,10480,4806895.6,0.0,1709241.3,2.068984416391117
2005-06-01,45312.2,15975.7,0.0,0.0,17983,10281,4852207.8,0.0,1725217.0,1.3795541395573483
2005-07-01,57063.3,17804.7,0.0,0.0,17261,11724,4909271.1,0.0,1743021.7,25.933633767506347
2005-08-01,47684.7,16331.8,0.0,0.0,18835,11208,4956955.8,0.0,1759353.5,16.43543223052295
2005-09-01,55429.5,15939.3,0.0,0.0,19837,11452,5012385.3,0.0,1775292.8,16.241687585326115
2005-10-01,51335.4,15020.4,0.0,0.0,20264,11220,5063720.7,0.0,1790313.2,7.386139149730742
2005-11-01,57628.4,15557.7,0.0,0.0,20602,11544,5121349.1,0.0,1805870.9,12.258597381144387
2005-12-01,58055.1,14179.7,0.0,0.0,20782,12272,5179404.2,0.0,1820050.6,0.7404335362425352
2006-01-01,53601.6,14115.2,0.0,0.0,21401,12384,5233005.8,0.0,1834165.8,7.67116067322251
2005-01-01,48491.8,17565.2,0.0,0.0,19454,11366,4623114.9,0.0,1644800.6,4.5721950504187925
2001-09-01,43130.0,14966.2,0.0,0.0,15058,21269,2369795.6,0.0,982226.4,0.381106363321404
2008-10-01,74774.8,22690.4,0.0,0.0,31166,17521,7361465.3,0.0,2450819.3,3.3989701030155417
2008-12-01,62255.6,23919.2,0.0,0.0,31394,15268,7488011.9,0.0,2497651.6,3.165917469008106
2011-07-01,99063.4,25971.6,0.0,0.0,42405,17319,10313039.6,0.0,3350047.2,9.2174561122081
2011-08-01,99530.6,28340.8,0.0,0.0,45018,16715,10412570.2,0.0,3378388.0,0.4716171663803337
2011-09-01,90467.4,31502.4,0.0,0.0,43990,15295,10503037.6,0.0,3409890.4,9.105943297840067
2011-10-01,92251.4,39187.6,0.0,0.0,47814,15432,10595289.0,0.0,3449078.0,1.9719810672131688
2003-07-01,36360.1,15571.2,0.0,0.0,12216,9579,3703778.2,0.0,1282219.0,11.37972804667906
2003-06-01,41029.1,14512.9,0.0,0.0,12469,11068,3667418.1,0.0,1266647.8,6.779376046568175
2003-05-01,44012.9,13877.9,0.0,0.0,12352,11583,3626389.0,0.0,1252134.9,19.396936149951006
2003-04-01,54604.5,12544.6,0.0,0.0,13394,14327,3582376.1,0.0,1238257.0,2.1536956334757384
2003-03-01,55806.4,13352.2,0.0,0.0,13555,14793,3527771.6,0.0,1225712.4,6.031714666798393
2003-02-01,52631.8,13653.3,0.0,0.0,13320,12920,3471965.2,0.0,1212360.2,2.023734293767121
2003-01-01,51587.8,16735.6,0.0,0.0,14063,14136,3419333.4,0.0,1198706.9,15.154156620363214
2002-12-01,60801.8,12175.9,0.0,0.0,13942,12536,3367745.6,0.0,1181971.3,6.332678605815511
2002-11-01,64912.5,10022.6,0.0,0.0,12435,17289,3306943.8,0.0,1169795.4,7.442394342097758
2002-10-01,70132.0,12363.5,0.0,0.0,13959,18332,3242031.3,0.0,1159772.8,4.292978228058164
2002-09-01,73277.8,12874.5,0.0,0.0,15087,19864,3171899.3,0.0,1147409.3,3.622295378650264
2002-08-01,76031.9,12451.1,0.0,0.0,14358,21429,3098621.5,0.0,1134534.8,9.907658546353804
2002-07-01,84393.3,13105.4,0.0,0.0,15065,22839,3022589.6,0.0,1122083.7,9.398661445188106
2002-06-01,77142.9,13440.7,0.0,0.0,14149,21534,2938196.3,0.0,1108978.3,4.087146370393214
2002-05-01,80430.2,15198.6,0.0,0.0,13998,23423,2861053.4,0.0,1095537.6,5.326967198516552
2002-04-01,76362.4,13807.8,0.0,0.0,14694,21398,2780623.2,0.0,1080339.0,8.732190608545087
2002-03-01,70229.8,14813.7,0.0,0.0,14136,22238,2704260.8,0.0,1066531.2,24.16888997328497
2002-02-01,56559.9,12542.4,0.0,0.0,12428,20087,2634031.0,0.0,1051717.5,5.735228187483221
2002-01-01,60001.1,14952.3,0.0,0.0,13053,23393,2577471.1,0.0,1039175.1,11.975776351149593
2001-12-01,53584.0,14187.5,0.0,0.0,13636,22604,2517470.0,0.0,1024222.8,16.20956933233282
2001-11-01,46109.8,13989.0,0.0,0.0,13462,21600,2463886.0,0.0,1010035.3,3.89907587650008
2011-06-01,90702.9,23561.7,0.0,0.0,38260,15928,10213976.2,0.0,3324075.6,5.390286490331775
2011-05-01,95870.6,24200.4,0.0,0.0,41608,12416,10123273.3,0.0,3300513.9,17.925331096062802
2011-04-01,116809.0,23447.4,0.0,0.0,38593,14247,10027402.7,0.0,3276313.5,11.211608531024986
2011-03-01,105033.1,26153.7,0.0,0.0,40296,14218,9910593.7,0.0,3252866.1,6.430209358245698
2009-01-01,62354.8,24340.7,0.0,0.0,30300,16309,7550366.7,0.0,2521992.3,0.159343095239639
2009-02-01,60946.6,26585.9,0.0,0.0,28135,15342,7611313.3,0.0,2548578.2,2.2583666373719447
2009-03-01,69718.1,27924.1,0.0,0.0,31522,17112,7681031.4,0.0,2576502.3,14.392107188916214
2009-04-01,72223.8,26387.1,0.0,0.0,27854,17022,7753255.2,0.0,2602889.4,3.594045161873316
2009-05-01,87011.2,28514.2,0.0,0.0,30588,18363,7840266.4,0.0,2631403.6,20.47441425125789
2009-06-01,80671.6,27619.1,0.0,0.0,30423,19248,7920938.0,0.0,2659022.7,7.285958589239073
2009-07-01,78985.5,26027.1,0.0,0.0,34102,17315,7999923.5,0.0,2685049.8,2.09007878856996
2009-08-01,92350.1,26950.1,0.0,0.0,34097,18004,8092273.6,0.0,2711999.9,16.920320818378066
2009-09-01,94493.2,26199.3,0.0,0.0,33799,17138,8186766.8,0.0,2738199.2,2.320625532619869
2009-10-01,103469.4,29318.0,0.0,0.0,35557,19055,8290236.2,0.0,2767517.2,9.499307886705076
2009-11-01,105393.3,29057.2,0.0,0.0,34608,18289,8395629.5,0.0,2796574.4,1.8593903124981992
2009-12-01,108375.0,30210.6,0.0,0.0,35004,19686,8504004.5,0.0,2826785.0,2.829117220923916
2008-11-01,64291.0,22913.1,0.0,0.0,29525,16097,7425756.3,0.0,2473732.4,14.020498884650978
2010-01-01,97327.8,30382.1,0.0,0.0,36138,17324,8601332.3,0.0,2857167.1,10.193494809688575
2010-03-01,94344.2,33883.3,0.0,0.0,36266,16150,8781959.0,0.0,2917946.9,9.343377857618872
2010-04-01,81610.3,30376.7,0.0,0.0,34691,13755,8863569.3,0.0,2948323.6,13.49727911201748
2010-05-01,94342.3,28143.8,0.0,0.0,35400,14658,8957911.6,0.0,2976467.4,15.600971936140407
2010-06-01,84336.6,25199.5,0.0,0.0,34335,12666,9042248.2,0.0,3001666.9,10.605741009070158
2010-07-01,89786.4,25392.8,0.0,0.0,34664,13104,9132034.6,0.0,3027059.7,6.461963133443827
2010-08-01,94356.8,26636.1,0.0,0.0,35674,12864,9226391.4,0.0,3053695.8,5.090303208503744
2010-09-01,89754.4,26181.4,0.0,0.0,36858,12412,9316145.8,0.0,3079877.2,4.8776558764180304
2010-10-01,91785.3,29803.3,0.0,0.0,40564,13076,9407931.1,0.0,3109680.5,2.262730295116455
2010-11-01,86885.4,30018.6,0.0,0.0,40064,14239,9494816.5,0.0,3139699.1,5.338436547028779
2010-12-01,104703.3,31478.7,0.0,0.0,40313,15345,9599519.8,0.0,3171177.8,20.507357968082097
2011-01-01,107353.5,29667.0,0.0,0.0,41436,14440,9706873.3,0.0,3200844.8,2.531152313250873
2011-02-01,98687.3,25867.6,0.0,0.0,37766,12218,9805560.6,0.0,3226712.4,8.072582635871207
2010-02-01,86282.5,26896.5,0.0,0.0,31825,14124,8687614.8,0.0,2884063.6,11.348556116546348
2020-05-01,73197.3,24159.5,0.0,0.0,22700,11904,21872326.5,0.0,7323474.5,0.7334064750786906
2013-12-01,129168.6,34364.9,0.0,0.0,41647,18432,13364667.9,0.0,4329814.6,11.550917409800563
2020-07-01,57532.1,10874.7,0.0,0.0,12640,11727,21996107.1,0.0,7355638.9,13.157128085918924
2021-10-01,64939.9,20576.8,0.0,0.0,7084,5724,3635645.4,0.0,3455106.4,2.1602505714469977
2021-11-01,70760.5,25118.5,0.0,0.0,7184,5760,3706405.9,0.0,3480224.9,8.963056610804765
2021-12-01,72735.6,25233.7,0.0,0.0,7155,5682,3779141.5,0.0,3505458.6,2.7912465287837307
2022-01-01,66059.0,20812.7,0.0,0.0,6369,5165,3845200.5,0.0,3526271.3,9.179273973130089
2022-02-01,64040.3,15319.7,0.0,0.0,6083,5084,3909240.8,0.0,3541591.0,3.055904570156976
2022-03-01,74052.4,19562.1,0.0,0.0,7779,6885,3983293.2,0.0,3561153.1,15.63406167678789
2022-04-01,80830.2,19557.9,0.0,0.0,7004,6954,4064123.4,0.0,3580711.0,9.152708082384908
2022-05-01,77243.8,18194.7,0.0,0.0,7776,6159,4141367.2,0.0,3598905.7,4.4369554943572975
2022-06-01,61734.2,14276.5,0.0,0.0,6991,5832,4203101.4,0.0,3613182.2,20.07876360303352
2022-07-01,75812.6,16882.1,0.0,0.0,7015,5848,4278914.0,0.0,3630064.3,22.804863430643007
2022-08-01,76904.9,15701.2,0.0,0.0,7441,5912,4355818.9,0.0,3645765.5,1.44078952575164
2022-09-01,78163.3,15486.6,0.0,0.0,7242,5760,4433982.2,0.0,3661252.1,1.6363066592635978
2022-10-01,80764.2,15043.0,0.0,0.0,7220,5946,4514746.4,0.0,3676295.1,3.32752071624407
2022-11-01,73425.2,10999.7,0.0,0.0,6852,6432,4588171.6,0.0,3687294.8,9.08694693936175
2022-12-01,76949.2,12952.4,0.0,0.0,7221,7320,4665120.8,0.0,3700247.2,4.799442153375133
2004-05-01,10403.6,9554.7,0.0,0.0,34445,1912,22763.2,0.0,2053987.7,1.0342717852599217
2004-08-01,11690.8,15623.2,0.0,0.0,34153,1482,52001.3,0.0,2094182.6,11.948673752753036
2004-09-01,12093.3,15630.3,0.0,0.0,34909,1434,64094.6,0.0,2109812.9,3.442878160604912
2004-10-01,13828.9,18424.4,0.0,0.0,37616,1484,77923.5,0.0,2128237.3,14.351748488832673
2021-09-01,63566.7,20661.3,0.0,0.0,6671,5441,3570705.5,0.0,3434529.6,0.5312284519569443
2004-11-01,14140.9,18344.8,0.0,0.0,36689,1440,92064.4,0.0,2146582.1,2.256144740362576
2021-08-01,63230.8,18621.1,0.0,0.0,6853,5202,3507138.8,0.0,3413868.3,5.768783632558927
2020-06-01,66248.5,21289.7,0.0,0.0,21382,11520,21938575.0,0.0,7344764.2,9.49324633558889
1998-04-01,21777.0,6830.6,0.0,0.0,5189,4826,308225.3,0.0,252329.0,17.989756722151085
2021-03-01,51718.9,12370.9,0.0,0.0,5157,7440,3215603.5,0.0,3340079.9,17.062201368470852
1998-03-01,26554.0,7140.2,0.0,0.0,6198,8591,286448.3,0.0,245498.4,24.303799633406207
1998-02-01,35079.7,8472.9,0.0,0.0,8177,8319,259894.3,0.0,238358.2,8.20054902686529
1997-12-01,21517.0,11098.0,0.0,0.0,11761,8258,192393.6,0.0,220013.9,1.2102710762616598
1997-11-01,21259.7,11569.9,0.0,0.0,11413,7781,170876.6,0.0,208915.9,5.228128830937251
1997-10-01,22432.5,11046.0,0.0,0.0,11966,9137,149616.9,0.0,197346.0,17.300250993516
1997-09-01,19124.0,10218.9,0.0,0.0,11004,8574,127184.4,0.0,186300.0,10.560607724905058
1997-08-01,17297.3,10167.4,0.0,0.0,12337,7927,108060.4,0.0,176081.1,15.719580400867027
1997-07-01,14947.6,9360.2,0.0,0.0,11787,3443,90763.1,0.0,165913.7,4.550605022032594
1997-05-01,10462.0,8634.4,0.0,0.0,12167,2942,61518.5,0.0,147575.5,5.826421201699383
1997-04-01,9886.0,9481.4,0.0,0.0,11334,2734,51056.5,0.0,138941.1,12.468714448236629
1997-02-01,5813.8,7637.3,0.0,0.0,11461,2491,32380.5,0.0,119589.6,8.624490863570134
1997-01-01,5352.2,7605.1,0.0,0.0,13107,1446,26566.7,0.0,111952.3,15.088700139769903
1996-10-01,1388.0,7292.0,0.0,0.0,11142,744,13833.0,0.0,88149.3,24.261414503133395
1996-09-01,1117.0,5643.4,0.0,0.0,8360,576,12445.0,0.0,80857.3,29.65994962216625
1996-08-01,1588.0,6430.2,0.0,0.0,9785,744,11328.0,0.0,75213.9,5.868405453467696
1996-07-01,1687.0,5804.2,0.0,0.0,9510,738,9740.0,0.0,68783.7,15.311004784688986
2021-04-01,63880.3,14039.6,0.0,0.0,4823,7107,3279483.8,0.0,3354119.5,23.51442122705627
2021-07-01,59782.1,18125.5,0.0,0.0,7037,4739,3443908.0,0.0,3395247.2,3.4197699797573144
2004-12-01,14617.1,19075.2,0.0,0.0,38507,1488,106681.5,0.0,2165657.3,3.3675367197278927
2005-01-01,14565.9,18092.4,0.0,0.0,35340,1488,121247.4,0.0,2183749.7,0.3502746782877652
2005-02-01,13490.9,16972.1,0.0,0.0,33617,1344,134738.3,0.0,2200721.8,7.380251134499072
2007-06-01,9662.6,13940.2,0.0,0.0,32424,720,580085.3,0.0,2665457.5,10.326394624743616
2007-08-01,14702.2,16842.4,0.0,0.0,40989,1484,607957.2,0.0,2697584.9,11.636559678656312
2007-09-01,18256.1,15086.7,0.0,0.0,42600,2160,626213.3,0.0,2712671.6,24.172572812232172
2007-10-01,19880.3,13572.5,0.0,0.0,43743,2160,646093.6,0.0,2726244.1,8.896752318403166
2007-11-01,19938.6,14648.2,0.0,0.0,42379,2088,666032.2,0.0,2740892.3,0.2932551319648091
2007-12-01,20143.0,18021.2,0.0,0.0,47211,2232,686175.2,0.0,2758913.5,1.0251472019098706
2008-01-01,20561.2,17463.7,0.0,0.0,48396,2076,706736.4,0.0,2776377.2,2.076155488258946
2008-02-01,19178.5,15161.5,0.0,0.0,43840,2016,725914.9,0.0,2791538.7,6.7248020543548055
2008-03-01,21366.7,16496.5,0.0,0.0,47067,2160,747281.6,0.0,2808035.2,11.409651432593805
2008-04-01,20782.5,15131.0,0.0,0.0,42014,2088,768064.1,0.0,2823166.2,2.7341611011527323
2008-05-01,18392.7,14608.8,0.0,0.0,39848,1980,786456.8,0.0,2837775.0,11.499097798628654
2008-06-01,19965.2,16571.0,0.0,0.0,38854,1920,806422.0,0.0,2854346.0,8.54958760812714
2008-07-01,19475.9,16701.0,0.0,0.0,41432,2112,825897.9,0.0,2871047.0,2.4507643299340853
2008-08-01,20525.6,16198.9,0.0,0.0,40181,2232,846423.5,0.0,2887245.9,5.389738086558249
2008-09-01,18773.0,11279.2,0.0,0.0,37664,2160,865196.5,0.0,2898525.1,8.538605448805392
2008-10-01,19326.7,11504.5,0.0,0.0,40926,2154,884523.2,0.0,2910029.6,2.9494486762904115
2008-11-01,19604.0,10720.5,0.0,0.0,41608,2088,904127.2,0.0,2920750.1,1.43480263055773
2008-12-01,20379.2,9761.9,0.0,0.0,38537,2160,924506.4,0.0,2930512.0,3.954295041828204
2009-01-01,19306.8,9369.5,0.0,0.0,36569,2160,943813.2,0.0,2939881.5,5.262228154196446
2007-04-01,16262.6,13401.5,0.0,0.0,32310,1386,559647.4,0.0,2637696.9,10.231230783667556
2007-03-01,18116.1,14351.9,0.0,0.0,37789,1488,543384.8,0.0,2624295.4,10.79167048894596
2007-02-01,16351.5,13734.0,0.0,0.0,34017,1344,525268.7,0.0,2609943.5,17.714639411826873
2007-01-01,19871.7,16342.8,0.0,0.0,37538,1488,508917.2,0.0,2596209.5,6.207843849878669
2005-03-01,15078.4,18502.9,0.0,0.0,35198,1488,149816.7,0.0,2219224.7,11.767191217783846
2005-04-01,10582.5,15034.1,0.0,0.0,31078,1440,160399.2,0.0,2234258.8,29.81682406621392
2005-05-01,13225.5,17650.5,0.0,0.0,35403,1368,173624.7,0.0,2251909.3,24.97519489723601
2005-06-01,14892.6,19161.1,0.0,0.0,36090,1440,188517.3,0.0,2271070.4,12.605194510604512
2005-07-01,15596.5,20137.5,0.0,0.0,35542,1488,204113.8,0.0,2291207.9,4.726508467292478
2005-08-01,13670.6,18207.9,0.0,0.0,33133,1448,217784.4,0.0,2309415.8,12.34828326868207
2005-11-01,15503.8,17640.0,0.0,0.0,35303,1440,255009.3,0.0,2358970.1,1.2136128320461737
2005-12-01,15994.2,18991.2,0.0,0.0,38100,1488,271003.5,0.0,2377961.3,3.163095499167956
2006-01-01,15268.2,17595.7,0.0,0.0,39210,1398,286271.7,0.0,2395557.0,4.5391454402220806
1998-05-01,18440.0,8201.1,0.0,0.0,6153,4745,326665.3,0.0,260530.1,15.323506451761038
2006-02-01,16992.1,17788.7,0.0,0.0,34733,1344,303263.8,0.0,2413345.7,11.290787388166246
2006-04-01,17150.1,15939.5,0.0,0.0,34817,1356,339686.8,0.0,2447350.7,11.014429587659368
2006-05-01,17144.0,13879.9,0.0,0.0,36731,1488,356830.8,0.0,2461230.6,0.035568305724154
2006-06-01,18399.1,16581.0,0.0,0.0,38207,1434,375229.9,0.0,2477811.6,7.32092860475968
2006-07-01,18618.9,17349.7,0.0,0.0,37783,1488,393848.8,0.0,2495161.3,1.1946236500698593
2006-08-01,19544.1,16628.1,0.0,0.0,39400,1476,413392.9,0.0,2511789.4,4.969144256642433
2006-09-01,19608.4,15857.3,0.0,0.0,38754,1392,433001.3,0.0,2527646.7,0.3289995446196236
2006-10-01,18688.3,17335.2,0.0,0.0,41320,1357,451689.6,0.0,2544981.9,4.692376736500692
2006-11-01,18645.7,16587.5,0.0,0.0,41007,1440,470335.3,0.0,2561569.4,0.2279501078214618
