ProdDate,MonInjSteam(m3),MonthlyOil(m3),MonInjGas(E3m3),CumInjGas(E3m3),PrdHours(hr),InjHours(hr),CumInjSteam(m3),CumInjGas(E3m3).1,CumPrdOil(m3),Percentage_Change_Monthly_Injected_Steam
1995-11-01,6870.0,9866.5,0.0,0.0,25297,2160,507522.9,0.0,734029.6,0.7479102507699009
1995-12-01,7073.0,10664.9,0.0,0.0,25284,2232,514595.9,0.0,744694.5,2.9548762736535616
1996-01-01,7180.0,9866.1,0.0,0.0,25151,2232,521775.9,0.0,754560.6,1.5127951364343195
1996-02-01,6888.0,8491.6,0.0,0.0,21798,2088,528663.9,0.0,763052.2,4.066852367688023
1996-03-01,7445.0,9773.7,0.0,0.0,23431,2232,536108.9,0.0,772825.9,8.086527293844359
1996-04-01,7058.0,9209.7,0.0,0.0,22375,2160,543166.9,0.0,782035.6,5.198119543317659
1996-05-01,6102.0,9990.7,0.0,0.0,21881,1944,549268.9,0.0,792026.3,13.544913573250216
1997-12-01,8963.1,27724.5,0.0,0.0,40790,3696,696660.6,0.0,1225333.9,26.77652050919379
1996-06-01,6978.0,10848.7,0.0,0.0,21798,2160,556246.9,0.0,802875.0,14.355948869223202
1996-09-01,9970.0,18925.9,0.0,0.0,28698,3600,585561.0,0.0,853634.6,1.1305037683458918
1996-10-01,9720.0,21264.7,0.0,0.0,31960,3336,595281.0,0.0,874899.3,2.507522567703113
1996-11-01,8817.9,21362.4,0.0,0.0,36109,2880,604098.9,0.0,896261.7,9.28086419753087
1996-12-01,7833.0,24414.3,0.0,0.0,39560,2976,611931.9,0.0,920676.0,11.169326030007143
1997-01-01,8537.0,22718.0,0.0,0.0,36783,2976,620468.9,0.0,943394.0,8.987616494318917
1997-02-01,7596.0,20312.6,0.0,0.0,34164,2688,628064.9,0.0,963706.6,11.022607473351298
1997-03-01,8311.0,25243.0,0.0,0.0,35078,2976,636375.9,0.0,988949.6,9.412848867825163
1997-05-01,4460.4,27132.4,0.0,0.0,34669,1440,644275.0,0.0,1039264.6,29.711809695524472
1997-07-01,7594.0,29089.6,0.0,0.0,42160,2904,659840.0,0.0,1095534.6,4.729644962990842
1997-08-01,7708.0,26290.7,0.0,0.0,41850,2976,667548.0,0.0,1121825.3,1.501185146168038
1996-08-01,10084.0,17892.0,0.0,0.0,27654,3576,575591.0,0.0,834708.7,8.89731212405913
1995-07-01,7312.0,9059.0,0.0,0.0,21896,2232,480619.9,0.0,696069.0,0.5915531710001476
2000-03-01,10850.1,17799.8,0.0,0.0,50352,2616,913049.5,0.0,1896444.2,10.34486265496446
2000-05-01,11398.0,16683.3,0.0,0.0,44740,2232,934595.9,0.0,1929004.0,12.313271057506617
2002-09-01,10405.5,7530.3,0.0,0.0,31138,2934,1207205.6,0.0,2218738.8,2.3681963613845114
2002-10-01,10788.4,7469.5,0.0,0.0,28280,3053,1217994.0,0.0,2226208.3,3.67978472922974
2002-11-01,10142.2,6670.8,0.0,0.0,28083,2880,1228136.2,0.0,2232879.1,5.9897667865485005
2002-12-01,10247.9,6000.8,0.0,0.0,29271,2976,1238384.1,0.0,2238879.9,1.042180197590259
2003-01-01,9179.2,4969.8,0.0,0.0,31298,2884,1247563.3,0.0,2243849.7,10.428478029645085
2003-02-01,7998.7,5023.9,0.0,0.0,29925,2232,1255562.0,0.0,2248873.6,12.860597873453028
2003-04-01,10136.3,5773.4,0.0,0.0,29624,2841,1276368.2,0.0,2261099.9,5.000984076701753
2003-05-01,10442.5,6395.1,0.0,0.0,29493,3216,1286810.7,0.0,2267495.0,3.020826139715682
2003-06-01,9820.2,6612.8,0.0,0.0,30245,2880,1296630.9,0.0,2274107.8,5.959300933684453
2003-07-01,9606.8,6585.9,0.0,0.0,29476,2972,1306237.7,0.0,2280693.7,2.173071831530937
2002-08-01,10657.9,7377.1,0.0,0.0,32238,2920,1196800.1,0.0,2211208.5,1.5763810649576215
2003-08-01,10362.9,6328.6,0.0,0.0,30889,2670,1316600.6,0.0,2287022.3,7.870466752716831
2003-10-01,10709.1,5609.8,0.0,0.0,29730,2968,1336908.5,0.0,2298530.8,11.567070883860486
2003-11-01,10465.0,4907.0,0.0,0.0,29543,2876,1347373.5,0.0,2303437.8,2.279369881689408
2003-12-01,10863.6,4863.3,0.0,0.0,29568,2976,1358237.1,0.0,2308301.1,3.8088867654085146
2004-01-01,11196.0,3798.8,0.0,0.0,27030,3007,1369433.1,0.0,2312099.9,3.0597591958466674
2004-02-01,11450.9,3221.8,0.0,0.0,23642,3690,1380884.0,0.0,2315321.7,2.276705966416581
2004-03-01,13399.2,3522.7,0.0,0.0,23678,4383,1394283.2,0.0,2318844.4,17.014383148922807
2004-04-01,12945.1,3508.6,0.0,0.0,22883,4392,1407228.3,0.0,2322353.0,3.389008299002927
2004-05-01,11579.2,3758.4,0.0,0.0,22867,4464,1418807.5,0.0,2326111.4,10.55148280044186
2004-06-01,10959.4,3346.8,0.0,0.0,21557,4296,1429766.9,0.0,2329458.2,5.352701395605919
2004-07-01,11433.8,3473.3,0.0,0.0,21357,4464,1441200.7,0.0,2332931.5,4.328704126138283
2003-09-01,9598.8,5898.7,0.0,0.0,29605,2688,1326199.4,0.0,2292921.0,7.37341863764005
2000-04-01,10148.4,15876.5,0.0,0.0,42487,2160,923197.9,0.0,1912320.7,6.467221500262676
2002-07-01,10828.6,7482.6,0.0,0.0,32585,2976,1186142.2,0.0,2203831.4,17.757212610241744
2002-05-01,12846.5,6676.5,0.0,0.0,33986,3374,1166117.9,0.0,2189754.4,10.48566735183578
2000-06-01,8874.3,16783.6,0.0,0.0,47653,2160,943470.2,0.0,1945787.6,22.141603790138632
2000-07-01,7008.1,16439.7,0.0,0.0,49419,2232,950478.3,0.0,1962227.3,21.029264279999538
2000-08-01,6995.4,16986.3,0.0,0.0,49538,2106,957473.7,0.0,1979213.6,0.1812188753014476
2000-09-01,8310.2,15651.8,0.0,0.0,45696,2142,965783.9,0.0,1994865.4,18.79520827972669
2000-10-01,8322.0,14917.3,0.0,0.0,45707,2136,974105.9,0.0,2009782.7,0.1419941758320941
2000-11-01,8122.7,11829.3,0.0,0.0,41686,2034,982228.6,0.0,2021612.0,2.3948570055275176
2000-12-01,8936.6,9603.4,0.0,0.0,39832,2199,991165.2,0.0,2031215.4,10.020067219028173
2001-01-01,8477.7,10027.5,0.0,0.0,42193,2151,999642.9,0.0,2041242.9,5.135062551753455
2001-02-01,7223.3,8504.1,0.0,0.0,38089,1883,1006866.2,0.0,2049747.0,14.796466022624069
2001-04-01,10856.2,10218.8,0.0,0.0,42687,2145,1027780.2,0.0,2070201.8,7.938117679810719
2002-06-01,9195.7,6594.4,0.0,0.0,31750,3591,1175313.6,0.0,2196348.8,28.41863542599151
2001-05-01,9855.8,10616.1,0.0,0.0,43801,2650,1037636.0,0.0,2080817.9,9.21501077725172
2001-07-01,8814.6,10113.1,0.0,0.0,42438,2796,1054041.9,0.0,2099729.8,16.114499492840494
2001-08-01,9474.6,11529.7,0.0,0.0,41288,2976,1063516.5,0.0,2111259.5,7.487577428357506
2001-09-01,10135.0,10193.6,0.0,0.0,40229,2818,1073651.5,0.0,2121453.1,6.970215101429078
2001-10-01,9997.3,9971.5,0.0,0.0,40474,2959,1083648.8,0.0,2131424.6,1.358658115441547
2001-11-01,9178.0,9289.4,0.0,0.0,40301,2691,1092826.8,0.0,2140714.0,8.195212707430999
2001-12-01,11668.1,10516.4,0.0,0.0,39925,2976,1104494.9,0.0,2151230.4,27.131183264327756
2002-01-01,11943.9,9377.3,0.0,0.0,38246,2970,1116438.8,0.0,2160607.7,2.363709601391828
2002-02-01,11033.5,8279.0,0.0,0.0,34034,2299,1127472.3,0.0,2168886.7,7.622300923483949
2002-03-01,14171.8,7251.3,0.0,0.0,36504,2990,1141644.1,0.0,2176138.0,28.443376988263005
2002-04-01,11627.3,6939.9,0.0,0.0,33415,2832,1153271.4,0.0,2183077.9,17.954670542909156
2001-06-01,7591.3,8798.8,0.0,0.0,40964,2836,1045227.3,0.0,2089616.7,22.97631851295683
1995-06-01,7269.0,8070.1,0.0,0.0,20626,2160,473307.9,0.0,687010.0,8.092047035023386
1995-05-01,7909.0,7137.6,0.0,0.0,19942,2232,466038.9,0.0,678939.9,1.117723544708937
1995-04-01,7998.4,7188.9,0.0,0.0,19082,2160,458129.9,0.0,671802.3,0.9731335892039116
1999-02-01,104376.7,34775.8,0.0,2701.3,74362,15451,14357792.3,2701.3,5635804.2,2.764924584073547
1999-03-01,113979.6,40745.0,0.0,2701.3,83113,15603,14471771.9,2701.3,5676549.2,9.200233385420308
1999-04-01,120988.3,37993.2,0.0,2701.3,80964,15822,14592760.2,2701.3,5714542.4,6.149082818328888
1999-05-01,105950.7,38764.0,0.0,2701.3,82898,15142,14698710.9,2701.3,5753306.4,12.428970404576312
1999-06-01,105220.7,39321.9,0.0,2701.3,78787,15120,14803931.6,2701.3,5792628.3,0.6889996951412347
1999-07-01,129186.5,38299.5,0.0,2701.3,82002,16994,14933118.1,2701.3,5830927.8,22.776696980727174
1999-08-01,102446.3,35539.7,0.0,2701.3,79444,15264,15035564.4,2701.3,5866467.5,20.69891203802254
1999-09-01,116475.8,37744.0,0.0,2701.3,80865,16727,15152040.2,2701.3,5904211.5,13.694491650747764
1999-10-01,117689.5,42642.2,0.0,2701.3,84520,17273,15269729.7,2701.3,5946853.7,1.0420190288454645
2016-04-01,109104.5,21816.0,0.0,89069.1,51648,17500,39654391.5,89069.1,12493623.8,5.555300674070162
1999-01-01,107344.7,41115.9,0.0,2701.3,80349,16813,14253415.6,2701.3,5601028.4,18.342636210996545
2016-05-01,109846.9,21036.6,0.0,89069.1,49095,17666,39764238.4,89069.1,12514660.4,0.6804485607834643
2016-07-01,120531.4,19399.5,0.0,89069.1,54672,18340,40003131.8,89069.1,12553796.5,1.8328517598553475
2016-08-01,114013.3,18140.7,0.0,89069.1,50184,17723,40117145.1,89069.1,12571937.2,5.407802448158727
2016-10-01,119057.9,16174.3,0.0,89069.4,46418,17370,40337037.6,89069.4,12600570.9,18.072467188841923
2016-11-01,108195.0,17054.1,0.0,89069.4,43426,16953,40445232.6,89069.4,12617625.0,9.124048047210644
2016-12-01,99616.6,19230.2,0.0,89069.4,45138,15931,40544849.2,89069.4,12636855.2,7.928647349692675
2017-01-01,101243.8,18026.6,0.0,89069.4,41291,16938,40646093.0,89069.4,12654881.8,1.6334626959763732
2017-04-01,107454.6,16689.4,0.0,89070.9,34695,18168,40938187.5,89070.9,12703972.3,5.713186675888093
2017-05-01,113227.2,14748.4,0.0,89070.9,31781,18211,41051414.7,89070.9,12718720.7,5.372129252726254
2017-06-01,106987.8,18658.2,0.0,89070.9,25334,15725,41158402.5,89070.9,12737378.9,5.510513374878112
2017-07-01,109056.6,19819.5,0.0,89070.9,25605,16075,41267459.1,89070.9,12757198.4,1.9336784194085688
2016-06-01,118362.0,19736.6,0.0,89069.1,52399,16799,39882600.4,89069.1,12534397.0,7.75178908098455
2017-08-01,114582.7,20358.5,0.0,89070.9,27350,16360,41382041.8,89070.9,12777556.9,5.067185296442389
1998-12-01,90706.7,44589.6,0.0,2701.3,81014,15107,14146070.9,2701.3,5559912.5,6.28051531111411
1998-10-01,86080.1,46417.3,0.0,2701.3,82529,14880,13970017.7,2701.3,5469199.5,0.87003487049091
1996-12-01,126803.9,36784.3,0.0,2701.3,73850,23565,11251458.2,2701.3,4557755.6,3.328829812547052
1997-01-01,138090.6,35976.0,0.0,2701.3,72151,23782,11389548.8,2701.3,4593731.6,8.900909199165019
1997-02-01,110901.6,33928.0,0.0,2701.3,66631,19633,11500450.4,2701.3,4627659.6,19.68924749403652
1997-03-01,136161.8,39175.7,0.0,2701.3,73248,21596,11636612.2,2701.3,4666835.3,22.77712855360065
1997-04-01,132270.9,39616.5,0.0,2701.3,71165,18675,11768883.1,2701.3,4706451.8,2.8575562308958857
1997-05-01,123756.8,41198.6,0.0,2701.3,71337,19956,11892639.9,2701.3,4747650.4,6.436865553950256
1997-06-01,131181.6,41466.0,0.0,2701.3,71848,21058,12023821.5,2701.3,4789116.4,5.99950871386461
1997-07-01,140244.8,44406.4,0.0,2701.3,74072,23152,12164066.3,2701.3,4833522.8,6.908895759771183
1997-08-01,120139.6,46621.7,0.0,2701.3,77952,21099,12284205.9,2701.3,4880144.5,14.335789990074488
1997-09-01,119849.1,45972.4,0.0,2701.3,77294,19611,12404055.0,2701.3,4926116.9,0.2418020369636675
1998-11-01,85346.5,46123.4,0.0,2701.3,81411,14373,14055364.2,2701.3,5515322.9,0.8522294932278296
1997-10-01,120937.7,45699.1,0.0,2701.3,79978,19149,12524992.7,2701.3,4971816.0,0.9083088650644776
1997-12-01,117670.4,47816.5,0.0,2701.3,86113,18960,12756804.2,2701.3,5065980.4,3.0920501028989467
1998-01-01,116379.6,44798.5,0.0,2701.3,81907,18394,12873183.8,2701.3,5110778.9,1.096962362667242
1998-02-01,118929.4,37658.5,0.0,2701.3,73794,17794,12992113.2,2701.3,5148437.4,2.190933806268447
1998-03-01,133841.8,39416.3,0.0,2701.3,75322,20061,13125955.0,2701.3,5187853.7,12.538867597078609
1998-04-01,131988.1,35629.8,0.0,2701.3,70750,19244,13257943.1,2701.3,5223483.5,1.384993327943873
1998-05-01,144986.6,36282.1,0.0,2701.3,68757,19526,13402929.7,2701.3,5259765.6,9.84823631827414
1998-06-01,140210.3,37296.0,0.0,2701.3,66447,18575,13543140.0,2701.3,5297061.6,3.2943044391688714
1998-07-01,142137.4,38528.3,0.0,2701.3,72074,19807,13685277.4,2701.3,5335589.9,1.374435401678764
1998-08-01,111824.6,43666.3,0.0,2701.3,72760,16297,13797102.0,2701.3,5379256.2,21.326406702247255
1998-09-01,86835.6,43526.0,0.0,2701.3,75861,13877,13883937.6,2701.3,5422782.2,22.34660352015567
1997-11-01,114141.1,46347.9,0.0,2701.3,81372,18598,12639133.8,2701.3,5018163.9,5.619918354656972
2017-09-01,102728.8,17110.7,0.0,89070.9,23440,15839,41484770.6,89070.9,12794667.6,10.345278999360286
2017-10-01,115927.4,18357.3,0.0,89070.9,25404,19180,41600698.0,89070.9,12813024.9,12.848003675697562
2017-11-01,110360.1,17294.0,0.0,89070.9,23686,18900,41711058.1,89070.9,12830318.9,4.8024021930967
1993-06-01,9337.0,6771.6,0.0,0.0,25127,3600,288369.3,0.0,533033.4,15.2716049382716
1993-07-01,8146.0,7145.2,0.0,0.0,22916,3720,296515.3,0.0,540178.6,12.755703116632755
1993-08-01,6953.0,7661.7,0.0,0.0,24813,3720,303468.3,0.0,547840.3,14.645224650135036
1993-09-01,7522.0,7360.9,0.0,0.0,23425,3032,310990.3,0.0,555201.2,8.183517905939874
1993-10-01,7926.0,6997.7,0.0,0.0,23830,1656,318916.3,0.0,562198.9,5.370911991491623
1993-11-01,7626.0,6503.1,0.0,0.0,23474,1440,326542.3,0.0,568702.0,3.7850113550340634
1993-12-01,6275.9,6525.7,0.0,0.0,23591,1488,332818.2,0.0,575227.7,17.70390768423814
1994-01-01,6683.0,5664.7,0.0,0.0,23808,1488,339501.2,0.0,580892.4,6.486719036313526
1994-02-01,7212.0,5351.4,0.0,0.0,21165,1344,346713.2,0.0,586243.8,7.915606763429595
1994-03-01,7763.0,6269.3,0.0,0.0,22673,1488,354476.2,0.0,592513.1,7.640044370493615
1993-05-01,8100.0,7732.8,0.0,0.0,25072,3072,279032.3,0.0,526261.8,11.019736842105264
1994-04-01,7901.0,6001.4,0.0,0.0,21539,1440,362377.2,0.0,598514.5,1.7776632745072796
1994-06-01,7752.0,5495.6,0.0,0.0,22448,2160,377643.2,0.0,609159.1,3.167420814479649
1994-07-01,8316.0,6523.8,0.0,0.0,24080,2976,385959.2,0.0,615682.9,7.27554179566563
1994-08-01,8926.0,6843.0,0.0,0.0,23853,2976,394885.2,0.0,622525.9,7.335257335257328
1994-09-01,8840.0,6327.3,0.0,0.0,21450,2880,403725.2,0.0,628853.2,0.963477481514674
1994-10-01,6698.0,4970.4,0.0,0.0,20659,2976,410423.2,0.0,633823.6,24.230769230769237
1994-11-01,7726.0,5016.0,0.0,0.0,18963,2160,418149.2,0.0,638839.6,15.347865034338604
1994-12-01,8180.0,5611.5,0.0,0.0,20687,2232,426329.2,0.0,644451.1,5.876261972560193
1995-01-01,8001.0,6248.8,0.0,0.0,22452,2232,434330.2,0.0,650699.9,2.188264058679712
1995-02-01,7724.3,6255.7,0.0,0.0,19190,2016,442054.5,0.0,656955.6,3.4583177102862077
1995-03-01,8077.0,7657.8,0.0,0.0,19940,2232,450131.5,0.0,664613.4,4.566109550379971
1994-05-01,7514.0,5149.0,0.0,0.0,23588,2217,369891.2,0.0,603663.5,4.898114162764211
1993-04-01,7296.0,5747.6,0.0,0.0,21495,3600,270932.3,0.0,518529.0,22.22577550367765
1993-03-01,9381.0,6244.1,0.0,0.0,25269,3792,263636.3,0.0,512781.4,0.7301587301587253
1993-02-01,9450.0,6648.1,0.0,0.0,21101,3000,254255.3,0.0,506537.3,8.583247156153039
2017-12-01,105426.3,18995.1,0.0,89070.9,23946,18841,41816484.4,89070.9,12849314.0,4.470637485830475
2018-01-01,94334.9,18620.8,0.0,89070.9,23668,18336,41910819.3,89070.9,12867934.8,10.520524764693452
2018-02-01,88174.1,15510.5,0.0,89070.9,19479,14052,41998993.4,89070.9,12883445.3,6.530774930593008
2018-03-01,96240.5,15787.4,0.0,89070.9,22245,15888,42095233.9,89070.9,12899232.7,9.14826462646059
2018-04-01,83539.3,16913.4,0.0,89070.9,22281,14856,42178773.2,89070.9,12916146.1,13.197354544084872
2018-05-01,83173.9,14738.2,0.0,89070.9,19507,14615,42261947.1,89070.9,12930884.3,0.4373989248174337
2018-06-01,93281.2,14842.7,0.0,89070.9,21144,13452,42355228.3,89070.9,12945727.0,12.152009224047443
2018-07-01,99179.2,13855.5,0.0,89070.9,20652,13392,42454407.5,89070.9,12959582.5,6.322817459466634
2018-08-01,86880.3,13926.5,0.0,89070.9,20587,11179,42541287.8,89070.9,12973509.0,12.400684821010854
2018-09-01,82739.9,11883.0,0.0,89070.9,19414,11301,42624027.7,89070.9,12985392.0,4.765637319392324
2018-10-01,93516.2,15800.9,0.0,89070.9,22316,14953,42717543.9,89070.9,13001192.9,13.024308707165469
2018-11-01,67231.5,13213.4,0.0,89070.9,22755,14653,42784775.4,89070.9,13014406.3,28.10710871485368
2018-12-01,49366.2,13765.1,0.0,89070.9,20642,12498,42834141.6,89070.9,13028171.4,26.57281185158743
2019-01-01,52805.9,19000.2,0.0,89070.9,18217,10750,42886947.5,89070.9,13047171.6,6.967722854908831
1991-12-01,15774.0,6121.2,0.0,0.0,24711,2088,106758.1,0.0,445815.5,12.903760145767762
1992-05-01,8670.6,2958.5,0.0,0.0,17016,2203,161809.3,0.0,462480.3,24.58052450745879
1992-06-01,9710.1,2782.5,0.0,0.0,17503,2160,171519.4,0.0,465262.8,11.988789703134728
1992-07-01,12622.6,3001.4,0.0,0.0,19683,2640,184142.0,0.0,468264.2,29.99454176579026
1992-08-01,14070.0,4115.0,0.0,0.0,20258,4008,198212.0,0.0,472379.2,11.466734270277112
1992-09-01,13792.0,3636.8,0.0,0.0,21907,4320,212004.0,0.0,476016.0,1.9758351101634708
1992-11-01,7645.0,5652.1,0.0,0.0,22757,4320,228675.3,0.0,485899.8,15.30305883916997
1992-12-01,7427.0,7549.6,0.0,0.0,25437,3864,236102.3,0.0,493449.4,2.8515369522563727
1993-01-01,8703.0,6439.8,0.0,0.0,24327,3432,244805.3,0.0,499889.2,17.180557425609265
2009-05-01,17108.0,9301.2,0.0,0.0,38170,2160,1015773.8,0.0,2975643.1,12.929740183729033
2009-04-01,19648.5,9598.5,0.0,0.0,36286,2160,998665.8,0.0,2966341.9,7.272131684546723
2004-09-01,8819.1,3006.7,0.0,0.0,20117,3744,1461502.0,0.0,2338899.8,23.193290484401945
2009-02-01,16887.6,7833.3,0.0,0.0,35194,2016,960700.8,0.0,2947714.8,12.53030020510908
2012-12-01,122150.0,31572.8,0.0,0.0,49134,16488,11990181.1,0.0,3929477.5,3.4449759955149872
2013-01-01,102762.6,33574.8,0.0,0.0,47646,15624,12092943.7,0.0,3963052.3,15.871796970937368
2013-02-01,94242.8,32009.2,0.0,0.0,44073,14040,12187186.5,0.0,3995061.5,8.290759478643006
2013-03-01,112986.4,34344.9,0.0,0.0,41664,14880,12300172.9,0.0,4029406.4,19.888628096788285
2013-04-01,110631.8,32867.8,0.0,0.0,45820,14400,12410804.7,0.0,4062274.2,2.083967627962291
2013-05-01,115039.1,34793.6,0.0,0.0,40418,14703,12525843.8,0.0,4097067.8,3.983755122848942
2013-06-01,118953.3,34672.1,0.0,0.0,39073,15000,12644797.1,0.0,4131739.9,3.402495325502364
2013-07-01,127770.7,31381.8,0.0,0.0,35837,15624,12772567.8,0.0,4163121.7,7.412488766599989
2013-08-01,125323.6,33481.0,0.0,0.0,37190,15624,12897891.4,0.0,4196602.7,1.9152278260978428
2013-09-01,117944.1,33174.8,0.0,0.0,37542,15540,13015835.5,0.0,4229777.5,5.888356223408842
2013-10-01,103870.4,31357.7,0.0,0.0,40180,16080,13119705.9,0.0,4261135.2,11.932517183988011
2013-11-01,115793.4,34314.5,0.0,0.0,38612,17760,13235499.3,0.0,4295449.7,11.478727337143212
2003-09-01,37745.1,19193.7,0.0,0.0,11162,9984,3781941.6,0.0,1319075.4,6.6138358119960605
2014-01-01,120187.5,39359.7,0.0,0.0,39264,18720,13484855.4,0.0,4369174.3,6.953005606625762
2014-02-01,123218.0,38527.5,0.0,0.0,38081,17568,13608073.4,0.0,4407701.8,2.5214768590743564
2014-03-01,128204.4,44419.1,0.0,0.0,42837,20256,13736277.8,0.0,4452120.9,4.046811342498646
2014-04-01,124131.3,45291.3,0.0,0.0,41193,19044,13860409.1,0.0,4497412.2,3.177036045564729
2014-05-01,127859.1,48043.3,0.0,0.0,42042,19740,13988268.2,0.0,4545455.5,3.0031104161480693
2014-08-01,117665.7,46913.8,0.0,0.0,51591,17664,14291533.4,0.0,4670838.2,0.5047200593125023
2014-09-01,118684.6,46343.7,0.0,0.0,51556,17688,14410218.0,0.0,4717181.9,0.8659277937410836
2014-10-01,123787.5,46166.7,0.0,0.0,47606,15048,14534005.5,0.0,4763348.6,4.299546866232018
2014-11-01,112621.0,41332.1,0.0,0.0,43322,14160,14646626.5,0.0,4804680.7,9.020700797738057
2014-12-01,112867.5,46589.6,0.0,0.0,43919,14112,14759494.0,0.0,4851270.3,0.2188756981380102
2015-01-01,113844.2,45940.5,0.0,0.0,42342,13392,14873338.2,0.0,4897210.8,0.8653509646266544
2015-02-01,101006.4,39096.4,0.0,0.0,32935,12096,14974344.6,0.0,4936307.2,11.276639477461304
2012-10-01,80433.2,29988.8,0.0,0.0,49350,15913,11749949.0,0.0,3866739.9,8.720722397429803
2012-09-01,88117.7,31473.7,0.0,0.0,49827,15168,11669515.8,0.0,3836751.1,13.790461915952312
2012-08-01,102213.4,30389.4,0.0,0.0,47554,18816,11581398.1,0.0,3805277.4,6.31846214175531
2012-07-01,96138.9,32518.3,0.0,0.0,47131,16447,11479184.7,0.0,3774888.0,12.23771692749529
2001-06-01,34216.0,17385.0,0.0,0.0,15200,16918,2240475.6,0.0,935570.2,11.023273956572622
2001-05-01,38455.0,15795.2,0.0,0.0,15524,19330,2206259.6,0.0,918185.2,8.592821487996193
2001-04-01,42070.0,17528.0,0.0,0.0,15599,20279,2167804.6,0.0,902390.0,16.516182803167112
2001-03-01,50393.0,16867.2,0.0,0.0,16163,21918,2125734.6,0.0,884862.0,7.831732967535432
2001-02-01,54675.0,14467.0,0.0,0.0,13422,20159,2075341.6,0.0,867994.8,16.498671309447445
2001-01-01,65478.0,23200.4,0.0,0.0,16046,21840,2020666.6,0.0,853527.8,10.732106339468306
2000-12-01,73350.0,28122.3,0.0,0.0,16277,21293,1955188.6,0.0,830327.4,8.405239694809008
2000-11-01,80081.0,28878.2,0.0,0.0,15936,19729,1881838.6,0.0,802205.1,12.83321178609137
2000-10-01,91871.0,29902.9,0.0,0.0,15442,20058,1801757.6,0.0,773326.9,10.490931832395244
2000-09-01,83148.0,30047.4,0.0,0.0,15484,18986,1709886.6,0.0,743424.0,14.27687739700606
2000-07-01,69115.3,30489.0,0.0,0.0,15031,17356,1529742.6,0.0,683130.7,6.954859875272756
2000-06-01,64621.0,31854.3,0.0,0.0,14792,16175,1460627.3,0.0,652641.7,16.05700033774129
2015-03-01,117539.6,49406.1,0.0,0.0,40064,13872,15091884.2,0.0,4985713.3,16.368467740658033
2000-05-01,76982.0,30402.9,0.0,0.0,15028,15193,1396006.3,0.0,620787.4,20.782603238358234
2000-03-01,69616.0,29390.4,0.0,0.0,14846,13449,1255288.3,0.0,563032.7,8.149759204598418
2000-02-01,64370.0,27497.9,0.0,0.0,13985,12090,1185672.3,0.0,533642.3,8.569886488218724
2000-01-01,59289.0,27214.3,0.0,0.0,14172,11591,1121302.3,0.0,506144.4,1.7548220322131658
2009-03-01,18316.5,9028.6,0.0,0.0,40234,2145,979017.3,0.0,2956743.4,8.461237831308189
2011-11-01,81770.9,35934.2,0.0,0.0,48091,12901,10677059.9,0.0,3485012.2,11.36080319648266
2011-12-01,86361.2,36501.2,0.0,0.0,50359,14057,10763421.1,0.0,3521513.4,5.613610709922479
2012-01-01,110306.8,41134.6,0.0,0.0,47500,16656,10873727.9,0.0,3562648.0,27.727266411305077
2012-02-01,104539.5,37843.8,0.0,0.0,43773,15316,10978267.4,0.0,3600491.8,5.228417468370039
2012-03-01,116830.0,38533.1,0.0,0.0,44694,17264,11095097.4,0.0,3639024.9,11.756800061220885
2012-04-01,100575.1,35376.0,0.0,0.0,43705,16224,11195672.5,0.0,3674400.9,13.913292818625344
2012-05-01,101716.8,36322.7,0.0,0.0,46356,16524,11297389.3,0.0,3710723.6,1.135171627967546
2012-06-01,85656.5,31646.1,0.0,0.0,41472,14677,11383045.8,0.0,3742369.7,15.789230490931685
2000-04-01,63736.0,27351.8,0.0,0.0,13525,13844,1319024.3,0.0,590384.5,8.446334176051485
2001-07-01,42895.0,17147.7,0.0,0.0,14535,19827,2283370.6,0.0,952717.9,25.36532616319851
2015-04-01,103360.4,47491.1,0.0,0.0,38916,13704,15195244.6,0.0,5033204.4,12.063338653526143
2015-08-01,128483.4,48146.4,0.0,0.0,36286,13296,15622223.2,0.0,5206218.4,16.187298228479953
2018-01-01,133298.8,40177.5,0.0,0.0,25775,13380,19331321.9,0.0,6491869.1,3.524284157690727
2018-02-01,114845.0,35448.6,0.0,0.0,22428,12432,19446166.9,0.0,6527317.7,13.843935579315035
2018-03-01,118197.5,36848.2,0.0,0.0,24818,13764,19564364.4,0.0,6564165.9,2.9191519003874733
2018-04-01,111372.7,33063.3,0.0,0.0,25092,13320,19675737.1,0.0,6597229.2,5.774064595274863
2018-05-01,88493.8,27679.3,0.0,0.0,21855,12024,19764230.9,0.0,6624908.5,20.54264644746872
2018-06-01,99546.8,38292.0,0.0,0.0,23318,10440,19863777.7,0.0,6663200.5,12.490140552219486
2018-07-01,98278.1,33206.4,0.0,0.0,22751,11592,19962055.8,0.0,6696406.9,1.2744759248916049
2018-08-01,87645.6,24880.0,0.0,0.0,21042,11904,20049701.4,0.0,6721286.9,10.818788723021711
2018-09-01,82315.1,22620.5,0.0,0.0,19858,9670,20132016.5,0.0,6743907.4,6.081879752092522
2018-10-01,101306.9,29007.3,0.0,0.0,20907,11328,20233323.4,0.0,6772914.7,23.07207304613612
2018-11-01,91059.4,30769.8,0.0,0.0,21599,10410,20324382.8,0.0,6803684.5,10.11530310373726
2018-12-01,84483.9,36877.8,0.0,0.0,22507,14781,20408866.7,0.0,6840562.3,7.221110615707992
