Unnamed: 0,ProdDate,MonInjSteam(m3),MonthlyOil(m3),MonInjGas(E3m3),CumInjGas(E3m3),PrdHours(hr),InjHours(hr),CumInjSteam(m3),CumPrdOil(m3),CalDlyOil(m3/d),CalInjGas(E3m3/d),CalInjSteam(m3/d),SOR,percent_change_SOR,is_interpolated,CumPrdOilSinceSteamInj(m3),OilRate,SteamRate,SteamRateOverOilRate
1718,2009-12-01,131808.8,32774.8,485.3,58608.3,92413,21576,30471917.9,10597399.0,1057.25,15.65,4251.9,371652.81357628416,-0.4286167039371347,False,10309485.699999996,0.3546557302544014,6.109047089358546,17.225287985552658
1719,2010-01-01,132514.9,32011.7,464.2,59072.5,91482,21456,30604432.8,10629410.7,1032.64,14.97,4274.67,378696.79154184245,1.8953113519514453,False,10341497.399999997,0.3499234822150806,6.176123228933632,17.649925034575062
1720,2010-02-01,120133.9,28582.3,529.0,59601.5,83499,19488,30724566.7,10657993.0,1020.8,18.89,4290.5,350953.5802262239,-7.325969465614857,False,10370079.699999996,0.3423070934981257,6.164506362889983,18.008701776797203
1721,2010-03-01,117224.3,32604.9,529.2,60130.7,92596,19824,30841791.0,10690597.9,1051.77,17.07,3781.43,332910.1234108984,-5.141265920038418,False,10402684.599999998,0.3521199619853989,5.913251614205004,16.793287096998505
1722,2010-04-01,109217.5,31729.1,422.9,60553.6,87874,17344,30951008.5,10722327.0,1057.64,14.1,3640.58,302478.75278529804,-9.14101689483322,False,10434413.699999996,0.3610749482213168,6.297134455719557,17.43996498992724
1723,2010-05-01,124756.0,32127.7,393.5,60947.1,92773,19417,31075764.5,10754454.7,1036.38,12.69,4024.39,360249.5163986217,19.09911459279583,False,10466541.399999997,0.3463044204671618,6.425091414739661,18.55330465049296
1724,2010-06-01,111727.6,30507.7,268.4,61215.5,88481,17271,31187492.1,10784962.4,1016.92,8.95,3724.25,324041.7919279395,-10.050735066252749,False,10497049.099999996,0.3447937975384545,6.469086908690869,18.762190488561146
1725,2010-07-01,122379.7,31515.7,237.8,61453.3,95332,19592,31309871.8,10816478.1,1016.64,7.67,3947.73,370186.972220195,14.24050275049622,False,10528564.799999995,0.3305888893550959,6.246411800734994,18.89480258371759
1726,2010-08-01,127884.1,31158.8,313.6,61766.9,97035,20365,31437755.9,10847636.9,1005.12,10.12,4125.29,398257.752015482,7.582865390138549,False,10559723.599999996,0.3211088782398104,6.279602258777314,19.55599076923555
1727,2010-09-01,124706.9,29599.9,385.6,62152.5,92897,20200,31562462.8,10877236.8,986.66,12.85,4156.9,391382.9739053172,-1.7262132564584864,False,10589323.499999996,0.3186313874506173,6.1736089108910885,19.37539474778798
1728,2010-10-01,142703.0,30332.0,352.9,62505.4,97295,22631,31705165.8,10907568.8,978.45,11.38,4603.32,457743.9135236714,16.955499866585445,False,10619655.499999996,0.3117529163883036,6.305642702487738,20.226411273194795
1729,2010-11-01,136468.5,30565.3,353.7,62859.1,93960,21584,31841634.3,10938134.1,1018.84,11.79,4548.95,419514.29431414057,-8.35174823303333,False,10650220.799999995,0.3253011919965943,6.3226695700518905,19.43635537037345
1730,2010-12-01,141904.0,32286.5,475.2,63334.3,100667,23136,31983538.3,10970420.6,1041.5,15.33,4577.55,442446.5323896985,5.466378234631941,False,10682507.299999995,0.3207257591862278,6.133471645919779,19.123726330813387
1731,2011-01-01,135555.3,34110.8,430.1,63764.4,100238,23317,32119093.6,11004531.4,1100.35,13.87,4372.75,398342.8169787867,-9.968145794408912,False,10716618.099999998,0.3402980905445041,5.813582364798215,17.083793668944832
1732,2011-02-01,117863.9,29527.5,294.1,64058.5,88482,20198,32236957.5,11034058.9,1054.55,10.5,4209.43,353190.53762763523,-11.33503038754582,False,10746145.599999998,0.3337119414118126,5.835424299435587,17.486411408438222
1733,2011-03-01,136631.7,30573.8,467.4,64525.9,97292,21762,32373589.2,11064632.7,986.25,15.08,4407.47,434789.6354525771,23.103421278791703,False,10776719.4,0.3142478312708136,6.278453267162945,19.979305001956487
1734,2011-04-01,138508.5,30869.6,469.0,64994.9,95982,23650,32512097.7,11095502.3,1028.99,15.63,4616.95,430660.6773978283,-0.9496450048656068,False,10807588.999999998,0.3216186368277385,5.856596194503172,18.209753801176674
1735,2011-05-01,132229.3,30930.1,537.8,65532.7,99269,23736,32644327.0,11126432.4,997.75,17.35,4265.46,424384.99654705287,-1.457221701478495,False,10838519.099999998,0.3115786398573573,5.570833333333333,17.87938138469215
1736,2011-06-01,111952.7,28364.8,585.3,66118.0,91329,22126,32756279.7,11154797.2,945.49,19.51,3731.76,360465.3703992272,-15.061707333647156,False,10866883.9,0.3105782391135345,5.059780348910784,16.291483792788
1737,2011-07-01,126720.4,28873.7,638.5,66756.5,92503,22437,32883000.1,11183670.9,931.41,20.6,4087.75,405975.5819725217,12.625404632597691,False,10895757.599999998,0.3121379847140093,5.647831706556135,18.094022461671425
1738,2011-08-01,131756.2,29578.8,558.2,67314.7,90346,23009,33014756.3,11213249.7,954.15,18.01,4250.2,402438.42364125664,-0.8712736648049058,False,10925336.4,0.3273946826644234,5.726289712721109,17.49047866666333
1739,2011-09-01,134624.5,28000.3,316.3,67631.0,90340,22944,33149380.8,11241250.0,933.34,10.54,4487.48,434351.6794462917,7.929972370998861,False,10953336.7,0.3099435466017268,5.867525278940028,18.930948371961808
1740,2011-10-01,142417.6,29207.9,654.7,68285.7,97905,25638,33291798.4,11270457.9,942.19,21.12,4594.12,477384.3764187086,9.907339837450312,False,10982544.6,0.2983289923905827,5.554941883142211,18.62018786249741
1741,2011-11-01,136422.4,26911.7,649.8,68935.5,95235,24030,33428220.8,11297369.6,897.06,21.66,4547.41,482770.9607345504,1.128353708651164,False,11009456.3,0.2825820339161022,5.677170203911777,20.09034376756348
1742,2011-12-01,140905.8,27259.7,577.1,69512.6,96571,25656,33569126.6,11324629.3,879.35,18.62,4545.35,499176.95395767374,3.398297444850696,False,11036715.999999998,0.2822762527052635,5.49211880261927,19.45653858581516
1743,2012-01-01,122546.6,27065.8,609.4,70122.0,99485,24264,33691673.2,11351695.1,873.09,19.66,3953.12,450441.0917467801,-9.763243640255492,False,11063781.8,0.2720591043875961,5.050552258489944,18.56417292065529
1744,2012-02-01,120180.4,24719.3,454.7,70576.7,93222,23025,33811853.6,11376414.4,852.39,15.68,4144.15,453227.1241014106,0.6185120331332339,False,11088501.1,0.2651659479522001,5.219561346362649,19.684131339909257
1745,2012-03-01,125980.3,27561.6,609.5,71186.2,103162,23038,33937833.9,11403976.0,889.08,19.66,4063.88,471539.3775615349,4.04041428377242,False,11116062.7,0.2671681433085826,5.4683696501432415,20.46789554481877
1746,2012-04-01,128527.3,27359.0,565.9,71752.1,98506,23832,34066361.2,11431335.0,911.97,18.86,4284.24,462762.1701743485,-1.861394361712876,False,11143421.7,0.2777394270399773,5.393055555555556,19.41768085659401
1747,2012-05-01,130134.7,27188.5,581.6,72333.7,102022,25003,34196495.9,11458523.5,877.05,18.76,4197.89,488316.83849421627,5.522203405312909,False,11170610.2,0.2664964419438944,5.204763428388593,19.53032990018063
1748,2012-06-01,111503.1,24951.7,469.8,72803.5,93288,22939,34307999.0,11483475.2,831.72,15.66,3716.77,416881.4626979325,-14.628898732340136,False,11195561.9,0.2674695566417974,4.860852696281443,18.173480217007388
1749,2012-07-01,102486.5,25412.7,538.1,73341.6,100921,22452,34410485.5,11508887.9,819.76,17.36,3306.02,407002.80043049343,-2.369657360993516,False,11220974.599999998,0.2518078497042241,4.564693568501692,18.12768574873033
1750,2012-08-01,126942.6,25925.4,616.8,73958.4,100926,25572,34537428.1,11534813.3,836.3,19.9,4094.92,494179.7946261196,21.419261514519693,False,11246899.999999998,0.2568753344034243,4.964124824026279,19.3250349845972
1751,2012-09-01,124711.1,25942.5,500.6,74459.0,95909,24744,34662139.2,11560755.8,864.75,16.69,4157.04,461054.9056528862,-6.703003508731998,False,11272842.499999998,0.270490777716377,5.040054154542515,18.632998126935263
1752,2012-10-01,127284.4,25489.8,460.2,74919.2,99036,25662,34789423.6,11586245.6,822.25,14.85,4105.95,494540.47652001976,7.262816305948561,False,11298332.3,0.2573791348600509,4.960034291949185,19.27131464889797
1753,2012-11-01,126503.5,25323.0,505.8,75425.0,97293,25222,34915927.1,11611568.6,844.1,16.86,4216.78,486036.6080440706,-1.7195495373380054,False,11323655.3,0.2602756621750794,5.015601459043692,19.27034366997346
1754,2012-12-01,130124.7,26218.5,588.4,76013.4,99978,25685,35046051.8,11637787.1,845.76,18.98,4197.57,496199.5253961897,2.090977754333601,False,11349873.8,0.2622426933925463,5.066174810200506,19.31865000569164
1755,2013-01-01,105595.6,25206.1,514.6,76528.0,98868,25954,35151647.4,11662993.2,813.1,16.6,3406.31,414186.4779081255,-16.5282398088916,False,11375079.9,0.2549470000404579,4.068567465515913,15.95848339015664
1756,2013-02-01,112419.1,22975.8,586.3,77114.3,89814,22528,35264066.5,11685969.0,820.56,20.94,4014.97,439454.0798318231,6.100537625301805,False,11398055.7,0.2558153517269022,4.990194424715909,19.507017037989307
1757,2013-03-01,126021.5,25192.7,661.2,77775.5,93102,24599,35390088.0,11711161.7,812.67,21.33,4065.21,465724.3444728037,5.977931676282089,False,11423248.4,0.2705924684754355,5.123033456644579,18.93265354172136
1758,2013-04-01,130132.6,23790.2,607.1,78382.6,91502,25188,35520220.6,11734951.9,793.01,20.24,4337.75,500516.7323183496,7.470596772202387,False,11447038.599999998,0.2599965028086818,5.166452278862951,19.87123758608661
1759,2013-05-01,120639.7,22491.8,537.0,78919.6,95250,25431,35640860.3,11757443.7,725.54,17.32,3891.6,510894.255906597,2.073361971373,False,11469530.4,0.2361343832020997,4.743804805159058,20.0894284891116
1760,2013-06-01,126987.7,21966.0,408.5,79328.1,87250,24288,35767848.0,11779409.7,732.2,13.62,4232.92,504401.20299553854,-1.2709191453985746,False,11491496.4,0.2517593123209169,5.228413208168643,20.76750671094938
1761,2013-07-01,133647.5,21372.2,464.0,79792.1,88184,24693,35901495.5,11800781.9,689.43,14.97,4311.21,551443.9851770056,9.32646113888891,False,11512868.599999998,0.2423591581239227,5.412363827805451,22.33199632191332
1762,2013-08-01,143069.5,23166.8,360.7,80152.8,90259,25298,36044565.0,11823948.7,747.32,11.64,4615.15,557405.8566785228,1.0811381866108194,False,11536035.4,0.2566702489502432,5.655368013281683,22.03359382870277
1763,2013-09-01,135486.1,22479.5,404.2,80557.0,85589,23946,36180051.1,11846428.2,749.32,13.47,4516.2,515853.102288752,-7.45466770610842,False,11558514.9,0.2626447323838343,5.6579846320888665,21.54234954851549
1764,2013-10-01,133431.0,23240.2,651.6,81208.6,94134,24726,36313482.1,11869668.4,749.68,21.02,4304.23,540459.7961291211,4.770097093764369,False,11581755.099999998,0.2468842288652346,5.396384372725067,21.85795503231906
1765,2013-11-01,119602.7,19841.1,612.2,81820.8,82592,23286,36433084.8,11889509.5,661.37,20.41,3986.76,497866.8621396999,-7.880870010032215,False,11601596.199999996,0.2402302886478109,5.136249248475479,21.380523152954563
1766,2013-12-01,137180.2,21690.1,739.4,82560.2,87334,25508,36570265.0,11911199.6,699.68,23.85,4425.17,552348.5639439193,10.943026328378512,False,11623286.299999995,0.2483580278013144,5.377928493021797,21.65393460655164
1767,2014-01-01,94362.3,21385.3,690.7,83250.9,82198,24710,36664627.3,11932584.9,689.85,22.28,3043.95,362697.3825665294,-34.33541675626506,False,11644671.599999998,0.2601681306114504,3.818789963577499,14.678161981648294
1768,2014-02-01,92219.8,20314.1,602.3,83853.2,71666,22394,36756847.1,11952899.0,725.5,21.51,3293.56,325341.7176640856,-10.299402945261594,False,11664985.699999996,0.2834551949320458,4.118058408502278,14.52807527302338
1769,2014-03-01,85850.1,21544.4,542.1,84395.3,79551,22564,36842697.2,11974443.4,694.98,17.49,2769.36,316994.73204637866,-2.565605689192662,False,11686530.099999998,0.2708250053424847,3.804737635171069,14.048694027937362
1770,2014-04-01,92029.2,21597.9,376.5,84771.8,78473,22290,36934726.4,11996041.3,719.93,12.55,3067.64,334375.44444598776,5.482965690756703,False,11708127.999999998,0.2752271481910976,4.1287213997308205,15.00114151843821
1771,2014-05-01,90281.9,21318.4,260.6,85032.4,81644,22774,37025008.3,12017359.7,687.69,8.41,2912.32,345756.50347117975,3.403676679682266,False,11729446.4,0.2611141051393856,3.964253095635373,15.182071813084209
1772,2014-06-01,93022.7,20912.3,365.2,85397.6,78956,22264,37118031.0,12038272.0,697.08,12.17,3100.76,351214.3715038518,1.5785293921816157,False,11750358.7,0.2648601752875019,4.178166546891843,15.77498973696783
1773,2014-07-01,103118.3,21605.0,408.0,85805.6,89098,22997,37221149.3,12059877.0,696.94,13.16,3326.4,425255.0008516547,21.0813210834087,False,11771963.7,0.242485802150441,4.4839892159846935,18.49175983178913
1774,2014-08-01,104456.6,22037.3,406.0,86211.6,89722,22963,37325605.9,12081914.3,710.88,13.1,3369.57,425281.4575832793,0.0062213804826738,False,11794001.0,0.2456175742850137,4.548909114662719,18.520291668478823
1775,2014-09-01,105386.9,22402.4,183.3,86394.9,85194,21770,37430992.8,12104316.7,746.75,6.11,3512.9,400775.43292682926,-5.7623073424618365,False,11816403.4,0.2629574852689156,4.840923288929719,18.4095283843284
1776,2014-10-01,99520.1,21277.9,219.3,86614.2,83438,22148,37530512.9,12125594.6,686.38,7.07,3210.33,390252.7083875758,-2.6255912101215584,False,11837681.3,0.2550145017857571,4.49341249774246,17.620223423675988
1777,2014-11-01,99417.6,19459.7,226.0,86840.2,82475,21672,37629930.5,12145054.3,648.66,7.53,3313.92,421356.26756835927,7.970107192668929,False,11857141.0,0.2359466505001515,4.587375415282392,19.44242652124212
1778,2014-12-01,106831.3,20105.8,211.1,87051.3,82744,24200,37736761.8,12165160.1,648.57,6.81,3446.17,439656.6705726706,4.343213668073043,False,11877246.8,0.2429880112153147,4.41451652892562,18.16763101539961
1779,2015-01-01,109605.2,20674.1,241.6,87292.9,83465,23667,37846367.0,12185834.2,666.91,7.79,3535.65,442495.5871355948,0.6457121551747047,False,11897920.9,0.2476978374168813,4.631140406473148,18.696733305260267
1780,2015-02-01,93930.6,17681.5,146.2,87439.1,73124,20738,37940297.6,12203515.7,631.48,5.22,3354.66,388461.4537454402,-12.211225368355338,False,11915602.4,0.2418015972868005,4.529395312952069,18.731866802268307
1781,2015-03-01,96965.8,17272.9,147.7,87586.8,78001,21627,38037263.4,12220788.6,557.19,4.76,3127.93,437878.3739731024,12.721190159589234,False,11932875.3,0.2214445968641427,4.483552966199658,20.24683839520517
1782,2015-04-01,107894.9,18064.3,259.0,87845.8,75710,23315,38145158.3,12238852.9,602.14,8.63,3596.5,452202.5696539584,3.271272694032601,False,11950939.6,0.2385985999207502,4.627703195367789,19.39534933107263
1783,2015-05-01,139096.9,19589.9,295.1,88140.9,74139,26145,38284255.2,12258442.8,631.93,9.52,4487.0,526419.4849948187,16.412316143549056,False,11970529.500000002,0.2642320506076424,5.320210365270606,20.13461407515084
1784,2015-06-01,124170.6,20395.0,270.6,88411.5,71737,24230,38408425.8,12278837.8,679.83,9.02,4139.02,436755.3975091935,-17.032820790535098,False,11990924.500000002,0.2843023823131717,5.12466364011556,18.025398163813183
1785,2015-07-01,136251.7,22594.4,234.3,88645.8,72356,24660,38544677.5,12301432.2,728.85,7.56,4395.22,436330.5954218744,-0.097263156847438,False,12013518.900000002,0.3122671236663166,5.525210867802109,17.693860317188744
1786,2015-08-01,145521.0,23031.9,194.1,88839.9,72968,24096,38690198.5,12324464.1,742.96,6.26,4694.23,461029.1086710171,5.660504559681967,False,12036550.800000004,0.3156438438767679,6.03921812749004,19.13301413807342
1787,2015-09-01,105166.0,20922.7,57.2,88897.1,63543,19102,38795364.5,12345386.8,697.42,1.91,3505.53,319392.9625717522,-30.72173609765152,False,12057473.500000002,0.3292683694506083,5.505496806617108,16.720393810687476
1788,2015-10-01,127544.0,21203.6,56.2,88953.3,69467,19920,38922908.5,12366590.4,683.99,1.81,4114.32,417858.2433171726,30.828882375046064,False,12078677.1,0.3052327004189039,6.40281124497992,20.97681944363316
1789,2015-11-01,132761.4,20483.5,13.2,88966.5,63802,19651,39055669.9,12387073.9,682.78,0.44,4425.38,413525.171127981,-1.036971810055343,False,12099160.6,0.3210479295319896,6.755961528675385,21.0434670565356
1790,2015-12-01,133258.9,21627.0,18.5,88985.0,66517,21154,39188928.8,12408700.9,697.65,0.6,4298.67,409857.2271373745,-0.8869941291847816,False,12120787.6,0.325134927913165,6.2994658220667485,19.374928010653992
1791,2016-01-01,129805.7,20644.7,72.1,89057.1,62967,20388,39318734.5,12429345.6,665.96,2.33,4187.28,395911.5662567148,-3.4025655660783305,False,12141432.3,0.3278653898073594,6.366769668432411,19.41885257292107
1792,2016-02-01,111030.4,20068.8,9.4,89066.5,53562,18192,39429764.9,12449414.4,692.03,0.32,3828.63,296331.1351351351,-25.15219044068297,False,12161501.1,0.3746835443037974,6.10325417766051,16.289090541729063
1793,2016-03-01,115522.1,22393.4,2.6,89069.1,51708,18428,39545287.0,12471807.8,722.37,0.08,3726.52,266748.9861655666,-9.982801488638115,False,12183894.500000002,0.4330741858126402,6.268835467766443,14.475200030690614
1799,2016-09-01,100834.6,12459.4,0.3,89069.4,40408,15781,40217979.7,12584396.6,415.31,0.01,3361.15,327024.1357368734,3.6843136750343897,False,12296483.3,0.3083399326865967,6.389620429630569,20.722649752035576
1804,2017-02-01,82992.6,15994.3,0.6,89070.0,33632,14650,40729085.6,12670876.1,571.23,0.02,2964.02,174512.61531920749,-24.748214128613068,False,12382962.8,0.4755679115128449,5.665023890784983,11.91212391257389
1805,2017-03-01,101647.3,16406.8,0.9,89070.9,36461,18566,40830732.9,12687282.9,529.25,0.03,3278.95,225891.8378538168,29.441552085291733,False,12399369.6,0.4499821727325087,5.474916514057956,12.166963150587996
2314,2000-10-01,77426.9,23342.7,31.1,31.1,28118,13664,6802159.0,2892335.1,752.99,1.0,2497.64,93266.39909693394,-6.991552767163423,False,2374559.5500000007,0.8301692865779927,5.666488583138173,6.825702510021512
2315,2000-11-01,79351.9,22474.9,62.8,93.9,26828,13916,6881510.9,2914810.0,749.16,2.09,2645.06,94721.3457323503,1.5599901459733667,False,2397034.4500000007,0.8377404204562398,5.702206093705088,6.806650311321523
2316,2000-12-01,78433.3,22580.3,189.8,283.7,26494,14126,6959944.2,2937390.3,728.4,6.12,2530.11,92027.64578858564,-2.843815111512582,False,2419614.7500000005,0.8522797614554238,5.552406909245363,6.514770337575083
2317,2001-01-01,61272.1,23523.6,244.5,528.2,24572,14029,7021216.3,2960913.9,758.83,7.89,1976.52,64002.87546123893,-30.452555954465875,False,2443138.350000001,0.9573335503825492,4.367531541806258,4.562183723803473
2319,2001-03-01,55001.3,22463.9,231.5,973.5,22617,13372,7123788.1,3004657.8,724.64,7.47,1774.24,55376.1547238013,14.51438065336681,False,2486882.2500000005,0.9932307556262988,4.113169309003889,4.141202118142485
2320,2001-04-01,55581.3,21725.0,232.5,1206.0,20726,11780,7179369.4,3026382.8,724.17,7.75,1852.71,53025.45564096663,-4.244966257695603,False,2508607.2500000005,1.0482003280903214,4.718276740237691,4.501312023851157
2321,2001-05-01,50851.0,21245.8,240.6,1446.6,22945,10206,7230220.4,3047628.6,685.35,7.76,1640.35,54917.96943395872,3.569066536280663,False,2529853.0500000003,0.9259446502505992,4.982461297276112,5.380949386043378
2322,2001-06-01,50311.8,18851.3,223.9,1670.5,22903,10106,7280532.2,3066479.9,628.38,7.46,1677.06,61125.288728098334,11.302892947642928,False,2548704.35,0.8230930445793128,4.978408866020186,6.048415666742364
2323,2001-07-01,62210.7,18806.35,100.4,1770.9,24683,11419,7355021.7,3086106.3,616.7950000000001,3.24,2033.845,93681.18088391144,2.4255941837592943,True,2567510.7,0.761915083255682,5.447998949119889,7.150401755849818
2324,2001-08-01,74109.6,18761.4,246.2,2017.1,22186,12772,7429131.3,3104867.7,605.21,7.94,2390.63,87637.14784610957,-6.45170458012434,False,2586272.1,0.8456413954746237,5.802505480739117,6.861662061236264
2325,2001-09-01,75637.0,18791.8,174.2,2191.3,22504,12161,7504768.3,3123659.5,626.39,5.81,2521.23,90578.60598771804,3.35640560413224,False,2605063.9,0.8350426590828297,6.219636543047447,7.4482859952074705
2326,2001-10-01,75726.7,19662.6,232.8,2424.1,22356,12161,7580495.0,3143322.1,634.28,7.51,2442.8,86099.80903847916,-4.944652106752667,False,2624726.5,0.8795222758990874,6.227012581202204,7.079994164828481
2327,2001-11-01,72858.0,19354.6,239.3,2663.4,19662,11520,7653353.0,3162676.7,645.15,7.98,2428.6,74015.16931375487,-14.03561733722719,False,2644081.1,0.9843657817109144,6.324479166666666,6.424927891818999
2328,2001-12-01,73911.1,20096.3,246.0,2909.4,18488,11901,7727264.1,3182773.0,648.27,7.94,2384.23,67996.02000368228,-8.132318504274505,False,2664177.4,1.0869915620943311,6.210494916393581,5.713471137188663
2329,2002-01-01,72820.6,18301.9,240.3,3149.7,17879,11896,7800084.7,3201074.9,590.38,7.75,2349.05,71137.94236663953,4.620744512380437,False,2682479.3,1.0236534481794284,6.121435776731675,5.979988430282409
2330,2002-02-01,68299.5,16263.3,225.0,3374.7,16312,11102,7868384.2,3217338.2,580.83,8.04,2439.27,68504.02095515671,-3.7025549571110594,False,2698742.6,0.99701446787641,6.151999639704558,6.170421631702099
2331,2002-03-01,78472.6,19148.9,62.3,3437.0,19703,12416,7946856.8,3236487.1,617.71,2.01,2531.37,80743.31360025903,17.866531737041047,False,2717891.4999999995,0.971877379079328,6.320280283505155,6.503166366000243
2332,2002-04-01,75692.2,19101.4,31.8,3468.8,19096,12110,8022549.0,3255588.5,636.71,1.06,2523.07,75670.80167945805,-6.282268703900096,False,2736992.8999999994,1.0002827817343949,6.250388109000825,6.248621113084892
2333,2002-05-01,79407.2,20410.1,22.5,3491.3,19449,12368,8101956.2,3275998.6,658.39,0.73,2561.52,75667.96011778482,-0.0037551626388965,False,2757402.9999999995,1.0494164224381717,6.420375161707632,6.11804334716889
