,ProdDate,MonInjSteam(m3),MonthlyOil(m3),MonInjGas(E3m3),CumInjGas(E3m3),PrdHours(hr),InjHours(hr),CumInjSteam(m3),CumPrdOil(m3),CalDlyOil(m3/d),CalInjGas(E3m3/d),CalInjSteam(m3/d),SOR,percent_change_SOR,is_interpolated,CumPrdOilSinceSteamInj(m3),OilRate,SteamRate,SteamRateOverOilRate
72,2003-02-01,52631.8,13653.3,0.0,0.0,13320,12920,3471965.2,1212360.2,487.62,0.0,1879.71,51346.96930412428,18.448923455440223,False,1103421.6,1.0250225225225225,4.073668730650155,3.974223630350177
73,2003-03-01,55806.4,13352.2,0.0,0.0,13555,14793,3527771.6,1225712.4,430.72,0.0,1800.21,56654.015967406114,10.335657070329884,False,1116773.8,0.9850387310955367,3.772486987088488,3.8297854368556834
74,2003-04-01,54604.5,12544.6,0.0,0.0,13394,14327,3582376.1,1238257.0,418.15,0.0,1820.15,58301.79304242463,2.9084912108728656,False,1129318.4,0.9365835448708376,3.8113003420115854,4.069365047981059
81,2003-11-01,52641.8,18088.7,0.0,0.0,11226,12864,3877296.5,1348334.9,583.505,0.0,1698.12,51273.647360328025,-2.1133596190980093,True,1245388.7999999998,1.6113219312310705,4.092179726368159,2.5396413013764927
82,2003-12-01,65176.9,19014.1,0.0,0.0,11454,14536,3942473.4,1367349.0,613.36,0.0,2102.48,39262.24289343172,-23.42607769345055,False,1264402.9,1.66004016064257,4.483826362135388,2.701034871589964
83,2004-01-01,70338.9,17149.6,0.0,0.0,13187,16390,4012812.3,1384498.6,553.21,0.0,2269.0,54086.338707608345,37.75661990175448,False,1281552.5,1.3004929096837794,4.291574130567419,3.299959652691174
84,2004-02-01,59893.0,19423.4,0.0,0.0,12870,15296,4072705.3,1403922.0,669.77,0.0,2065.28,39685.2718885468,-26.62607076606527,False,1300975.9,1.5091996891996893,3.915598849372385,2.594486917399765
85,2004-03-01,52378.8,22835.2,0.0,0.0,16938,14413,4125084.1,1426757.2,736.62,0.0,1689.64,38851.952879764576,-2.09981932622898,False,1323811.1,1.3481638918408314,3.63413584958024,2.6956187386223944
88,2004-06-01,52708.9,26223.7,0.0,0.0,18463,11655,4270728.2,1503595.0,874.12,0.0,1756.96,37110.11110941629,13.708686939540884,False,1400648.9,1.4203379732437849,4.522428142428143,3.184050717238635
91,2004-09-01,51332.2,19466.4,0.0,0.0,18848,11913,4419764.2,1567480.9,648.88,0.0,1711.07,49701.501335634726,6.886475386961943,False,1465035.0499999998,1.0328098471986418,4.308923025266515,4.172039061162993
92,2004-10-01,54562.7,21031.6,0.0,0.0,19538,12468,4474326.9,1588512.5,678.44,0.0,1760.09,50687.82368436067,1.9844920620512017,False,1486066.65,1.0764459002968574,4.376219120949631,4.065433404263769
93,2004-11-01,53924.6,18481.5,0.0,0.0,18991,12420,4528251.5,1606994.0,616.05,0.0,1797.49,55411.1992316641,9.318560561440693,False,1504548.15,0.9731715022905588,4.341755233494363,4.461449213499524
97,2005-03-01,50909.1,17668.0,0.0,0.0,20030,11076,4718410.4,1678671.3,569.94,0.0,1642.23,57715.03695947475,21.1231008793485,False,1576225.4499999995,0.8820768846729905,4.596343445287107,5.210819516023362
101,2005-07-01,57063.3,17804.7,0.0,0.0,17261,11724,4909271.1,1743021.7,574.35,0.0,1840.75,55320.76481490843,8.46029449612271,False,1640575.8499999996,1.031498754417473,4.867221084953941,4.71859133528731
103,2005-09-01,55429.5,15939.3,0.0,0.0,19837,11452,5012385.3,1775292.8,531.31,0.0,1847.65,68983.89461896068,25.44029980639666,False,1672846.9499999995,0.8035136361344961,4.840158924205379,6.023742107837991
104,2005-10-01,51335.4,15020.4,0.0,0.0,20264,11220,5063720.7,1790313.2,484.53,0.0,1655.98,69256.51418071424,0.3951930566683748,False,1687867.3499999996,0.741235688906435,4.575347593582888,6.172594846765975
105,2005-11-01,57628.4,15557.7,0.0,0.0,20602,11544,5121349.1,1805870.9,518.59,0.0,1920.95,76313.35588165345,10.18942663288751,False,1703425.0499999996,0.7551548393359868,4.992065142065142,6.610651063899295
106,2005-12-01,58055.1,14179.7,0.0,0.0,20782,12272,5179404.2,1820050.6,457.41,0.0,1872.75,85086.50311360607,11.496214693477768,False,1717604.7499999995,0.6823068039649697,4.730695893089961,6.933385195046127
107,2006-01-01,53601.6,14115.2,0.0,0.0,21401,12384,5233005.8,1834165.8,455.33,0.0,1729.08,81268.97540240307,-4.486643088511821,False,1731719.9499999995,0.6595579645810944,4.328294573643411,6.562417264405933
108,2006-02-01,56059.8,14792.0,0.0,0.0,18716,12384,5289065.6,1848957.8,528.29,0.0,2002.14,70931.2612763656,-12.720369704244828,False,1746511.9499999995,0.7903398162000428,4.526792635658915,5.727653526838308
109,2006-03-01,56640.600000000006,14144.9,0.0,0.0,20945,14880,5362599.5,1862304.7,489.11,0.0,1954.76,115395.15059676778,-17.39103130290085,True,1760656.8499999994,0.6753354022439723,3.806491935483872,5.636446605399097
110,2006-04-01,57221.4,13497.8,0.0,0.0,21215,13264,5419820.9,1875802.5,449.93,0.0,1907.38,89937.0268488198,-22.061692901556874,False,1774154.6499999994,0.6362385104878623,4.314037997587455,6.780535799820554
111,2006-05-01,50406.6,13300.4,0.0,0.0,21260,13944,5470227.5,1889102.9,429.05,0.0,1626.02,80572.33737331208,-10.412496169402353,False,1787455.049999999,0.6256067732831608,3.614931153184165,5.778280075538732
112,2006-06-01,54380.5,14036.0,0.0,0.0,18616,13713,5541368.1,1899629.9,452.775,0.0,1754.21,125805.39656122352,-17.611113507437594,True,1801491.0499999996,0.7539750752041254,3.965616568219937,5.25961228512271
113,2006-07-01,58354.4,14771.6,0.0,0.0,23945,15728,5599722.5,1914401.5,476.5,0.0,1882.4,94593.41628530424,-24.80973084547283,False,1816262.6499999997,0.6168970557527668,3.710223804679552,6.014332164630228
114,2006-08-01,65977.3,15138.7,0.0,0.0,24881,17305,5665699.8,1929540.2,488.35,0.0,2128.3,108436.074517627,14.63384955943634,False,1831401.3499999996,0.6084441943651783,3.812614851199076,6.26617015415354
115,2006-09-01,61886.8,17033.6,0.0,0.0,25478,14876,5727586.6,1946573.8,567.79,0.0,2062.89,92567.15494082286,-14.634354523986904,False,1848434.9499999995,0.6685611115472172,4.160177467061038,6.22258368787462
116,2006-10-01,61236.1,16415.2,0.0,0.0,25159,13234,5788822.7,1962989.0,529.52,0.0,1975.36,93854.41785052876,1.3906259844853608,False,1864850.1499999997,0.6524583647998728,4.627179990932446,7.0919161138377484
117,2006-11-01,53752.3,18790.0,0.0,0.0,24380,13353,5842575.0,1981779.0,626.33,0.0,1791.74,69743.53773283662,-25.68965922956424,False,1883640.1499999997,0.7707136997538966,4.025484909758107,5.223061314523823
118,2006-12-01,57399.4,20802.2,0.0,0.0,27774,12960,5899974.4,2002581.2,671.04,0.0,1851.59,76636.65071963542,9.883514961922256,False,1904442.3499999996,0.7489810614243537,4.4289660493827165,5.913321814786684
119,2007-01-01,50488.0,20208.1,0.0,0.0,30884,12013,5950462.4,2022789.3,651.87,0.0,1628.65,77160.71238760695,0.6838264238461234,False,1924650.4499999995,0.6543226266027716,4.202780321318572,6.423101006210518
121,2007-03-01,53039.6,22496.0,0.0,0.0,25651,14136,6049967.3,2062758.5,725.68,0.0,1710.95,60478.25300497866,-7.868146494126272,False,1964619.6499999997,0.8770028458929476,3.752093944538766,4.27831444573986
122,2007-04-01,58554.0,19024.0,0.0,0.0,25641,13320,6108521.3,2081782.5,634.13,0.0,1951.8,78920.47487384356,30.49397254802766,False,1983643.6499999997,0.741936741936742,4.395945945945946,5.9249605761143815
123,2007-05-01,62124.7,19256.4,0.0,0.0,25560,16176,6170646.0,2101038.9,621.17,0.0,2004.02,82461.27687418209,4.486544215551924,False,2002900.0499999996,0.7533802816901409,3.840547725024728,5.097754505080494
124,2007-06-01,62215.7,18903.3,0.0,0.0,24775,15840,6232861.7,2119942.2,630.11,0.0,2073.86,81540.99905836547,-1.116012085552298,False,2021803.3499999996,0.7629989909182644,3.927758838383838,5.147790344593779
125,2007-07-01,69271.1,16814.4,0.0,0.0,25545,15537,6302132.8,2136756.6,542.4,0.0,2234.55,105238.97668070224,29.062653016274957,False,2038617.7499999995,0.6582266588373459,4.458460449250177,6.773442535927287
126,2007-08-01,67154.5,16884.4,0.0,0.0,23174,14724,6369287.3,2153641.0,544.66,0.0,2166.27,92170.19159697708,-12.41819855715265,False,2055502.1499999992,0.7285923880210582,4.56088698723173,6.259860879990293
127,2007-09-01,74508.9,17307.0,0.0,0.0,23194,15744,6443796.2,2170948.0,576.9,0.0,2483.63,99853.20544288435,8.33568175652928,False,2072809.1499999992,0.7461843580236268,4.732526676829268,6.342302174979953
128,2007-10-01,80257.4,18721.9,0.0,0.0,23870,16649,6524053.6,2189669.9,603.93,0.0,2588.95,102326.37381889657,2.4768041897531567,False,2091531.049999999,0.784327607875995,4.8205537870142345,6.146097292263594
129,2007-11-01,75864.3,19331.4,0.0,0.0,23288,15638,6599917.9,2209001.3,644.38,0.0,2528.81,91391.61252676992,-10.686161234912571,False,2110862.4499999997,0.8301013397457919,4.85127893592531,5.844200826625522
130,2007-12-01,69683.5,21029.2,0.0,0.0,27155,17605,6669601.4,2230030.5,678.36,0.0,2247.85,89982.28380062009,-1.5420766601935254,False,2131891.6499999994,0.7744135518320752,3.9581652939505823,5.111177722273223
131,2008-01-01,70727.0,20606.0,0.0,0.0,25087,16806,6740328.4,2250636.5,664.71,0.0,2281.52,86107.35945841017,-4.3063191758900725,False,2152497.6499999994,0.8213815920596325,4.208437462810901,5.123608202928131
132,2008-02-01,58609.9,20125.1,0.0,0.0,22860,18590,6798938.3,2270761.6,693.97,0.0,2021.03,66574.69100774654,-22.6840871367074,False,2172622.7499999995,0.880363079615048,3.152764927380312,3.581209844418857
133,2008-03-01,62649.5,22752.9,0.0,0.0,25439,16559,6861587.8,2293514.5,733.96,0.0,2020.95,70045.60431857037,5.213562779314973,False,2195375.6499999994,0.8944101576319824,3.78341083398756,4.230062462622766
134,2008-04-01,61780.3,20289.2,0.0,0.0,25763,15036,6923368.1,2313803.7,676.31,0.0,2059.34,78447.9362863001,11.99551642029608,False,2215664.85,0.7875325078601095,4.108825485501463,5.21734080116388
135,2008-05-01,76598.8,22955.7,0.0,0.0,27354,17248,6999966.9,2336759.4,740.51,0.0,2470.93,91275.08963786771,16.351167358634157,False,2238620.55,0.8392081596841413,4.441025046382189,5.291923100525726
136,2008-06-01,63885.3,23354.4,0.0,0.0,27428,16013,7063852.2,2360113.8,778.48,0.0,2129.51,75028.51746994142,-17.799568570553348,False,2261974.95,0.8514802391716495,3.989589708361956,4.685475393114434
137,2008-07-01,67314.3,25120.4,0.0,0.0,29710,17637,7131166.5,2385234.2,810.34,0.0,2171.43,79612.89840129933,6.110184615062586,False,2287095.35,0.8455200269269607,3.8166524919203946,4.513970539281019
138,2008-08-01,78118.2,23125.2,0.0,0.0,30428,12574,7209284.7,2408359.4,745.97,0.0,2519.94,102787.46084790616,29.10905508023636,False,2310220.55,0.759997370842645,6.212676952441546,8.174603216789103
139,2008-09-01,77405.8,19769.5,0.0,0.0,29200,19371,7286690.5,2428128.9,658.98,0.0,2580.19,114330.12266369912,11.229639997501796,False,2329990.05,0.6770376712328767,3.9959630375303288,5.902128060693776
140,2008-10-01,74774.8,22690.4,0.0,0.0,31166,17521,7361465.3,2450819.3,731.95,0.0,2412.09,102705.61192398547,-10.167496079670125,False,2352680.45,0.7280497978566387,4.267724444951773,5.861857880485445
141,2008-11-01,64291.0,22913.1,0.0,0.0,29525,16097,7425756.3,2473732.4,763.77,0.0,2143.03,82843.07994116902,-19.33928595597787,False,2375593.55,0.7760575783234547,3.9939740324284023,5.146491889244519
142,2008-12-01,62255.6,23919.2,0.0,0.0,31394,15268,7488011.9,2497651.6,771.59,0.0,2008.25,81710.60513729556,-1.3670119516050017,False,2399512.75,0.7619035484487482,4.077521613832853,5.351755641688208
143,2009-01-01,62354.8,24340.7,0.0,0.0,30300,16309,7550366.7,2521992.3,785.18,0.0,2011.45,77621.039657857,-5.004938431880401,False,2423853.45,0.8033234323432343,3.82333680789748,4.759399083809983
144,2009-02-01,60946.6,26585.9,0.0,0.0,28135,15342,7611313.3,2548578.2,949.5,0.0,2176.66,64497.819934627,-16.906781693565787,False,2450439.35,0.9449404656122268,3.972532916177813,4.2040033851275584
145,2009-03-01,69718.1,27924.1,0.0,0.0,31522,17112,7681031.4,2576502.3,900.78,0.0,2248.97,78700.97686944254,22.021142651350733,False,2478363.45,0.8858606687392931,4.074222767648434,4.59916882126242
146,2009-04-01,72223.8,26387.1,0.0,0.0,27854,17022,7753255.2,2602889.4,879.57,0.0,2407.46,76238.83356640176,-3.128478706338345,False,2504750.5500000003,0.9473361097149422,4.242967923863236,4.47884112127845
147,2009-05-01,87011.2,28514.2,0.0,0.0,30588,18363,7840266.4,2631403.6,919.81,0.0,2806.81,93339.40933289376,22.430269413287807,False,2533264.7500000005,0.9322021707859292,4.738397865272559,5.083015266181658
