,,"Operation: SAGD,Steam Flood,Infill,Cyclic -- Formation: All -- Province: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Operation: SAGD,,,,,,,,,,
,,Athabasca Oil Corporation/Hangingstone,,,,,,,,,,,,,,,,,,,,,,,,"Pad AA, Pad AB, Pad AC, Pad AD, Pad AE",,,,,,,,,,
,,Summary,,,,,,,,,,,,,,,,,,,Cumulative Summary,,,,,Producer Wells,,,,,,,Injector Wells,,,
,,Count,,,Produced,,,,Injected,,Ratio,,,,,,,,Length,,Produced,,,Injected,,Produced,,,,Injected,,Length,Injected,,,Length
,,SAGD,,,Crude Oil/Bitumen,Water,Fluid,Gas,Gas,Steam,ISOR,CSOR,IGOR,CGOR,IWSR,CWSR,IFSR,CFSR,Prod Length,Oil/m,Crude Oil/Bitumen,Water,Gas,Gas,Steam,Hours,Crude Oil/Bitumen,Water,Gas,Hours,Steam,Length,Hours,Gas,Steam,Length
,,Pairs,Wells,,Cal Day Avg,Cal Day Avg,Cal Day Avg,Cal Day Avg,Cal Day Avg,Cal Day Avg,Ratio,Ratio,Ratio,Ratio,Ratio,Ratio,Ratio,Ratio,,Cal Day Avg,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly
,,,Injector,Producer,m3/d,m3/d,m3/d,e3m3/d,e3m3/d,m3/d,,,,,,,,,m,m3/d/m,m3,m3,e3m3,e3m3,m3,Ontime,m3,m3,e3m3,Ontime,m3,m,Ontime,e3m3,m3,m
2015/07/01,5,18,18,18,105.3709677,971.8032258,1077.174194,0.5258064516,0,3312.396774,31.43557324,106.352453,4.990050513,4.633050992,0.2933837013,0.2292853073,0.3251947961,0.2386880053,13363.8,0.007884805799,3518.2,85791.5,16.3,0,374169.2,10338,3266.5,30125.9,16.3,11314,34791,13363.8,11314,0,67893.3,13526.7
2015/08/01,6,21,21,21,356.5774194,2524.351613,2880.929032,1.783870968,0,4687.864516,13.14683505,35.6498377,5.002759207,4.913499084,0.5384864695,0.3157817333,0.614550404,0.3438323519,15432.1,0.02310621493,14572.1,164046.4,71.6,0,519493,14748,11053.9,78254.9,55.3,11297,41210.9,15432.1,15015,0,104112.9,15640
2015/09/01,7,21,21,21,551.2633333,2893.513333,3444.776667,2.76,0,4910.596667,8.907896408,21.433973,5.006681622,4.963034394,0.5892386465,0.3761963099,0.7014985959,0.4228512161,15432.1,0.03572186114,31110,250851.8,154.4,0,666810.9,13888,16537.9,86805.4,82.8,8345,33891.9,15432.1,14755,0,113426,15640
2015/10/01,8,21,21,21,738.8645161,3233.26129,3972.125806,3.693548387,0,4913.26129,6.649745905,15.16476966,4.998952185,4.978265216,0.6580682564,0.4286088031,0.8084499423,0.4945511169,15432.1,0.04787841681,54014.8,351082.9,268.9,0,819122,14798,22904.8,100231.1,114.5,4329,17399.3,15432.1,15429,0,134911.8,15640
2015/11/01,9,23,23,23,792.7466667,3430.37,4223.116667,3.963333333,0,4933.98,6.223905073,12.4315708,4.999495425,4.984755235,0.6952541356,0.4694184325,0.8559249666,0.54985879,16984,0.0466760873,77797.2,453994,387.8,0,967141.4,13970,23782.4,102911.1,118.9,5373,14225.2,16984,16003,0,133794.2,17459.4
2015/12/01,10,23,23,23,1184.351613,4738.23871,5922.590323,5.922580645,0,5715.116129,4.825523153,9.992917779,5.000694541,4.9898657,0.8290712914,0.5251019392,1.036302708,0.6251728116,16984,0.06973337335,114512.1,600879.4,571.4,0,1144310,15601,36714.9,146885.4,183.6,3690,14596.7,16984,17080,0,162571.9,17459.4
2016/01/01,11,23,23,23,1084.967742,4876.487097,5961.454839,5.425806452,0,5892.180645,5.430742701,8.957155133,5.000891955,4.99236902,0.8276200936,0.5667436793,1.01175697,0.6783862696,16984,0.06388175588,148146.1,752050.5,739.6,0,1326967.6,16337,33634,151171.1,168.2,3668,12465.6,16984,16941,0,170192,17459.4
2016/02/01,12,23,23,23,1154.910345,5201.148276,6356.058621,5.775862069,0,6295.168966,5.45078585,8.310614214,5.001134586,4.993985306,0.8262126568,0.5981234525,1.009672442,0.7184515022,16984,0.06799990255,181638.5,902883.8,907.1,0,1509527.5,15068,33492.4,150833.3,167.5,1341,11849.5,16984,15821,0,170710.4,17459.4
2016/03/01,13,23,23,23,1091.516129,4955.174194,6046.690323,5.458064516,0,5877.922581,5.385099152,7.851208606,5.000443302,4.994999431,0.8430145388,0.6245003748,1.028712141,0.7518692998,16984,0.06426731801,215475.5,1056494.2,1076.3,0,1691743.1,15530,33837,153610.4,169.2,1360,4355.9,16984,16521,0,177859.7,17459.4
2016/04/01,14,23,23,23,1036.343333,4602.433333,5638.776667,2.073333333,0,4912.63,4.740349884,7.458950106,2.000623989,4.617428694,0.9368573113,0.6495312437,1.147812204,0.7835983692,16984,0.06101880201,246565.8,1194567.2,1138.5,0,1839122,13818,31090.3,138073,62.2,0,0,16984,16120,0,147378.9,17459.4
2016/05/01,15,23,23,23,314.9870968,1680.541935,1995.529032,0.6290322581,0,3257.045161,10.34024947,7.568709759,1.997009606,4.517606964,0.5159713336,0.6425803664,0.6126807991,0.7747032819,16984,0.01854610791,256330.4,1246664,1158,0,1940090.4,5500,9764.6,52096.8,19.5,0,0,16984,9841,0,100968.4,17459.4
2016/06/01,16,23,23,23,1240.663333,6218.083333,7458.746667,2.48,0,6649.23,5.359415259,7.288588361,1.99893068,4.198258356,0.9351584068,0.6698581064,1.121745926,0.8070588852,16984,0.07304894803,293550.3,1433206.5,1232.4,0,2139567.3,14988,37219.9,186542.5,74.4,0,0,16984,16331,0,199476.9,17459.4
2016/07/01,17,23,23,23,1401.312903,6452.458065,7853.770968,2.803225806,0,6322.567742,4.511888621,6.93065067,2.00042817,3.914941349,1.020543919,0.6992874835,1.242180596,0.8435740805,16984,0.0825078252,336991,1633232.7,1319.3,0,2335566.9,16863,43440.7,200026.2,86.9,0,0,16984,16910,0,195999.6,17459.4
2016/08/01,18,23,23,23,1396.587097,6182.051613,7578.63871,2.793548387,0,6099.648387,4.367538839,6.638848948,2.000267934,3.696962175,1.013509504,0.7228217626,1.242471406,0.8734502839,16984,0.0822295747,380285.2,1824876.3,1405.9,0,2524656,16649,43294.2,191643.6,86.6,0,0,16984,16615,0,189089.1,17459.4
2016/09/01,19,23,23,23,1416.783333,6210.516667,7627.3,2.833333333,0,6568.193333,4.635989977,6.437498921,1.999835308,3.526347795,0.9455441324,0.7389464195,1.161247791,0.8942862513,16984,0.0834187078,422788.7,2011191.8,1490.9,0,2721701.8,16193,42503.5,186315.5,85,0,0,16984,16422,0,197045.8,17459.4
2016/10/01,20,23,23,23,1340.432258,6024,7364.432258,2.680645161,0,6500.980645,4.849913605,6.295427875,1.999836355,3.389742175,0.9266294316,0.7518854643,1.132818672,0.9107309026,16984,0.07892323705,464342.1,2197935.8,1574,0,2923232.2,17030,41553.4,186744,83.1,0,0,16984,17087,0,201530.4,17459.4
2016/11/01,21,23,23,23,1234.443333,5967.54,7201.983333,2.47,0,6310.373333,5.111918193,6.208009807,2.000901891,3.287157687,0.9456714658,0.7636719218,1.14129275,0.9247541416,16984,0.07268272099,501375.4,2376962,1648.1,0,3112543.4,15674,37033.3,179026.2,74.1,0,0,16984,16184,0,189311.2,17459.4
2016/12/01,22,23,23,23,1379.277419,6562.780645,7942.058065,2.758064516,0,6661.016129,4.829351975,6.099675815,1.999644508,3.185985779,0.9852521775,0.7774573868,1.192319296,0.9414005258,16984,0.08121039916,544133,2580408.2,1733.6,0,3319034.9,16240,42757.6,203446.2,85.5,0,0,16984,16836,0,206491.5,17459.4
2017/01/01,23,23,23,23,1208.425806,6192.564516,7400.990323,2.416129032,0,6230.703226,5.156049459,6.038895677,1.999402048,3.109556457,0.9938789077,0.7893594324,1.187825845,0.9549526225,16984,0.07115083646,581594.2,2772377.7,1808.5,0,3512186.7,16131,37461.2,191969.5,74.9,0,0,16984,17008,0,193151.8,17459.4
2017/02/01,24,23,23,23,1416.753571,6706.946429,8123.7,2.832142857,0,6953.428571,4.908001442,5.966685462,1.999037034,3.038647221,0.9645524305,0.7985610659,1.168301352,0.9661583033,16984,0.08341695545,621263.3,2960172.2,1887.8,0,3706882.7,14720,39669.1,187794.5,79.3,0,0,16984,15455,0,194696,17459.4
2017/03/01,25,23,23,22,1452.480645,6517.683871,7970.164516,2.906451613,0,6888.232258,4.74239177,5.883949516,2.001026053,2.968526327,0.9462055905,0.8066028879,1.157069654,0.9765567594,16984,0.08552052786,666290.2,3162220.4,1977.9,0,3920417.9,16190,45026.9,202048.2,90.1,0,0,16984,17112,0,213535.2,17459.4
2017/04/01,26,23,23,23,1378.446667,6401.516667,7779.963333,2.756666667,0,6743.57,4.892151552,5.825990654,1.999835564,2.911917807,0.9492771139,0.8136040847,1.153686153,0.9852487129,16984,0.08116148532,707643.6,3354265.9,2060.6,0,4122725,15665,41353.4,192045.5,82.7,0,0,16984,15968,0,202307.1,17459.4
2017/05/01,27,23,23,23,1392.83871,6690.541935,8083.380645,2.787096774,0,6953.219355,4.992120988,5.778036753,2.001019037,2.859534142,0.9622221872,0.8209882647,1.162537845,0.9940574304,16984,0.08200887363,750821.6,3561672.7,2147,0,4338274.8,16485,43178,207406.8,86.4,0,0,16984,16494,0,215549.8,17459.4
2017/06/01,28,23,23,23,1468.176667,7122.806667,8590.983333,2.936666667,0,7257.143333,4.942963267,5.731763519,2.000213417,2.811917316,0.9814890432,0.8286580185,1.183796838,1.003124393,16984,0.08644469304,794866.9,3775356.9,2235.1,0,4555989.1,16392,44045.3,213684.2,88.1,0,0,16984,16541,0,217714.3,17459.4
2017/07/01,29,23,23,23,1307.412903,6306.458065,7613.870968,2.616129032,0,6414.416129,4.906190013,5.691710298,2.000996797,2.772574993,0.9831694635,0.8351196761,1.186993612,1.01081379,16984,0.07697909228,835396.7,3970857.1,2316.2,0,4754836,16599,40529.8,195500.2,81.1,0,0,16984,16764,0,198846.9,17459.4
2017/08/01,30,23,23,23,1378.754839,6634.248387,8013.003226,2.758064516,0,6762.390323,4.904708316,5.653404744,2.00040242,2.734991227,0.9810507928,0.8412818923,1.184936516,1.01816645,16984,0.08117963016,878138.1,4176518.8,2401.7,0,4964470.1,16821,42741.4,205661.7,85.5,0,0,16984,16758,0,209634.1,17459.4
2017/09/01,31,23,23,23,1493.856667,6918.77,8412.626667,2.99,0,7387.94,4.9455481,5.619033477,2.001530714,2.699376719,0.9364951529,0.845351012,1.13869721,1.023317562,16984,0.08795670435,922953.8,4384081.9,2491.4,0,5186108.3,16418,44815.7,207563.1,89.7,0,0,16984,16528,0,221638.2,17459.4
2017/10/01,32,23,23,23,1510.654839,7129.306452,8639.96129,3.022580645,0,7022.970968,4.648958046,5.572189109,2.000841336,2.665644858,1.015141097,0.8521916087,1.23024306,1.03165429,16984,0.088945763,969784.1,4605090.4,2585.1,0,5403820.4,17085,46830.3,221008.5,93.7,0,0,16984,17099,0,217712.1,17459.4
2017/11/01,33,23,23,23,1512.52,7187.323333,8699.843333,3.026666667,0,7072.09,4.675700156,5.532117853,2.001075468,2.635939941,1.016294099,0.8583911337,1.230165811,1.039153732,16984,0.08905558172,1015159.7,4820710.1,2675.9,0,5615983.1,16389,45375.6,215619.7,90.8,0,0,16984,16560,0,212162.7,17459.4
2017/12/01,34,23,23,23,1538.967742,7150.235484,8689.203226,3.077419355,0,7178.2,4.664295296,5.493164671,1.999664626,2.607380015,0.9961042439,0.8636398211,1.210498903,1.045684245,16984,0.09061279686,1062867.7,5042367.4,2771.3,0,5838507.3,17111,47708,221657.3,95.4,0,0,16984,17112,0,222524.2,17459.4
2018/01/01,35,23,23,23,1457.432258,6699.73871,8157.170968,2.916129032,0,6781.941935,4.653349683,5.458921413,2.000867633,2.582649616,0.9878791021,0.8679580855,1.202778061,1.051144456,16984,0.0858120736,1108048.1,5250059.3,2861.7,0,6048747.5,16181,45180.4,207691.9,90.4,0,0,16984,17065,0,210240.2,17459.4
2018/02/01,36,24,24,24,1546.717857,6937.535714,8484.253571,3.092857143,0,7005.714286,4.529406739,5.423957851,1.999625936,2.560719263,0.9902681485,0.8717999906,1.211047614,1.056167205,17806.9,0.08686059096,1151356.2,5444310.3,2948.3,0,6244907.5,15121,43308.1,194251,86.6,64,8.5,17806.9,15373,0,196151.5,18291.7
2018/03/01,37,24,24,24,1325.63871,6107.667742,7433.306452,2.651612903,0,6017.932258,4.539647352,5.393482332,2.000253073,2.541404217,1.014911348,0.8759511871,1.235192776,1.061360156,17806.9,0.07444522683,1192451,5633648,3030.5,0,6431463.4,16664,41094.8,189337.7,82.2,744,2925,17806.9,17430,0,183630.9,18291.7
2018/04/01,38,24,24,24,1462.26,6929.74,8392,2.926666667,0,7141.623333,4.883962724,5.375403254,2.001468047,2.52224588,0.9703312085,0.8789938703,1.175082976,1.065026425,17806.9,0.0821176061,1236318.8,5841540.2,3118.3,0,6645712.1,16360,43867.8,207892.2,87.8,720,2302.9,17806.9,17100,0,211945.8,18291.7
2018/05/01,39,24,24,24,1459.374194,6748.116129,8207.490323,2.919354839,0,6899.164516,4.72748151,5.352530831,2.000415556,2.503824637,0.9781062784,0.8820840826,1.189635398,1.068911591,17806.9,0.08195554496,1281559.4,6050731.8,3208.8,0,6859586.2,17042,45240.6,209191.6,90.5,744,2631.3,17806.9,17726,0,211242.8,18291.7
2018/06/01,40,24,24,24,1550.723333,6891.343333,8442.066667,3.103333333,0,7224.713333,4.658931208,5.328234548,2.001216637,2.48621865,0.9538569927,0.8842824207,1.168498496,1.071961846,17806.9,0.08708553052,1328081.1,6257472.1,3301.9,0,7076327.6,16569,46521.7,206740.3,93.1,720,1555.4,17806.9,17092,0,215186,18291.7
2018/07/01,41,24,24,24,1524.783871,6884.109677,8408.893548,3.048387097,0,7063.290323,4.632322296,5.304317288,1.999225697,2.469481573,0.9746321279,0.8869941914,1.190506572,1.075519867,17806.9,0.08562882203,1375349.4,6470879.5,3396.4,0,7295289.6,17738,47268.3,213407.4,94.5,0,0,17806.9,17836,0,218962,18291.7
2018/08/01,42,24,24,24,1539.783871,7019.167742,8558.951613,3.080645161,0,6969.083871,4.526014334,5.278211308,2.000699721,2.453757607,1.007186579,0.890451176,1.228131527,1.079909298,17806.9,0.08647119212,1423082.7,6688473.7,3491.9,0,7511331.2,17648,47733.3,217594.2,95.5,0,0,17806.9,17741,0,216041.6,18291.7
2018/09/01,43,24,24,24,1466.176667,6495.79,7961.966667,2.933333333,0,6691.723333,4.564063448,5.256799889,2.000668405,2.440173189,0.9707200487,0.8925406391,1.18982305,1.082770441,17806.9,0.08233755829,1467068,6883347.4,3579.9,0,7712082.9,17057,43985.3,194873.7,88,0,0,17806.9,16962,0,200751.7,18291.7
2018/10/01,44,24,24,24,1486.954839,6585.5,8072.454839,2.974193548,0,6988.9,4.700142747,5.239842407,2.000190908,2.42676998,0.942279901,0.8938997839,1.155039397,1.084745218,17806.9,0.083504419,1513163.6,7087497.9,3672.1,0,7928738.8,17521,46095.6,204150.5,92.2,0,0,17806.9,17676,0,216655.9,18291.7
2018/11/01,45,24,24,24,1092.896667,5350.413333,6443.31,2.186666667,0,5775.906667,5.284952222,5.240799107,2.0007991,2.417735885,0.9263330663,0.8945934321,1.115549536,1.085404028,17806.9,0.06137489775,1545950.5,7248010.3,3737.7,0,8102016,17090,32786.9,160512.4,65.6,0,0,17806.9,17147,0,173277.2,18291.7
2018/12/01,46,24,24,24,1258.396774,6150.758065,7409.154839,2.516129032,0,6500.770968,5.165915156,5.238956004,1.999471934,2.407441244,0.9461582472,0.8958448914,1.139734791,1.086722616,17806.9,0.0706690538,1584960.8,7438683.8,3815.7,0,8303539.9,17678,39010.3,190673.5,78,0,0,17806.9,17770,0,201523.9,18291.7
2019/01/01,47,24,24,24,1403.754839,6186.448387,7590.203226,2.806451613,0,6930.193548,4.936897354,5.23088435,1.999246261,2.396533399,0.8926804632,0.8957650836,1.095236832,1.086937347,17806.9,0.07883207289,1628477.2,7630463.7,3902.7,0,8518375.9,17856,43516.4,191779.9,87,0,0,17806.9,17856,0,214836,18291.7
2019/02/01,48,24,24,24,1466.382143,6232.271429,7698.653571,2.935714286,0,6608.739286,4.5068329,5.213077838,2.002011754,2.386830975,0.9430348451,0.8967700929,1.164920152,1.088595351,17806.9,0.08234909742,1669535.9,7804967.3,3984.9,0,8703420.6,16126,41058.7,174503.6,82.2,0,0,17806.9,16128,0,185044.7,18291.7
2019/03/01,49,24,24,24,1451.741935,6411.774194,7863.516129,2.906451613,0,6473.693548,4.459259177,5.193291273,2.002044263,2.376730924,0.9904352354,0.8988811576,1.214687731,1.091437274,17806.9,0.08152693256,1714539.9,8003732.3,4075,0,8904105.1,17853,45004,198765,90.1,0,0,17806.9,17846,0,200684.5,18291.7
2019/04/01,50,24,24,24,1299.33,5953.693333,7253.023333,2.6,0,5814.286667,4.474834466,5.177320325,2.001031301,2.368379302,1.023976573,0.9012846535,1.247448526,1.094434765,17806.9,0.07296778215,1753519.8,8182343.1,4153,0,9078533.7,17251,38979.9,178610.8,78,0,0,17806.9,16995,0,174428.6,18291.7
2019/05/01,51,24,24,24,1051.374194,5285.722581,6337.096774,2.103225806,0,5352.43871,5.090897934,5.175743307,2.000454091,2.361665481,0.9875353773,0.9028327379,1.183964379,1.096041701,17806.9,0.05904307844,1786112.4,8346200.5,4218.2,0,9244459.3,17855,32592.6,163857.4,65.2,0,0,17806.9,17675,0,165925.6,18291.7
2019/06/01,52,24,24,24,1366.273333,6676.95,8043.223333,2.733333333,0,6661.213333,4.875461718,5.16900695,2.000575775,2.353564987,1.002362432,0.9049387346,1.207471211,1.098399492,17806.9,0.07672718628,1827100.6,8546509,4300.2,0,9444295.7,17277,40988.2,200308.5,82,0,0,17806.9,17280,0,199836.4,18291.7
2019/07/01,53,24,24,24,1356.919355,6559.106452,7916.025806,2.712903226,0,6749.264516,4.973961416,5.164617561,1.999310583,2.345592693,0.971825365,0.9063884129,1.172872361,1.100013592,17806.9,0.0762018855,1869165.1,8749841.3,4384.3,0,9653522.9,17498,42064.5,203332.3,84.1,0,0,17806.9,17592,0,209227.2,18291.7
2019/08/01,54,24,24,24,1391.480645,6486.787097,7878.267742,2.783870968,0,6391.806452,4.593528824,5.151735475,2.000653748,2.337811882,1.01485975,0.9085700901,1.232557306,1.102679435,17806.9,0.07814277865,1912301,8950931.7,4470.6,0,9851668.9,17786,43135.9,201090.4,86.3,0,0,17806.9,17846,0,198146,18291.7
2019/09/01,55,24,24,24,1390.37,6119.003333,7509.373333,2.78,0,6284.836667,4.520261993,5.138255797,1.999467768,2.330589457,0.9736137402,0.9097915443,1.194839855,1.104410115,17806.9,0.07808040703,1954012.1,9134501.8,4554,0,10040214,17163,41711.1,183570.1,83.4,0,0,17806.9,17210,0,188545.1,18291.7
2019/10/01,56,24,24,24,1151.525806,5395.86129,6547.387097,2.303225806,0,5520.935484,4.794452241,5.13208763,2.000151272,2.324661079,0.9773454709,0.9109237915,1.185919871,1.105776271,17806.9,0.06466739334,1989709.4,9301773.5,4625.4,0,10211363,17456,35697.3,167271.7,71.4,0,0,17806.9,16794,0,171149,18291.7
2019/11/01,57,24,24,24,1454.676667,6252.673333,7707.35,2.91,0,6659.77,4.578178885,5.120199492,2.000444543,2.317702656,0.9388722634,0.9114601307,1.157299727,1.106765021,17806.9,0.08169174122,2033349.7,9489353.7,4712.7,0,10411156.1,17189,43640.3,187580.2,87.3,0,0,17806.9,17219,0,199793.1,18291.7
2019/12/01,58,24,24,24,1434.645161,6073.058065,7507.703226,2.867741935,0,6334.103226,4.415100958,5.105107474,1.998920718,2.310879407,0.9587873528,0.9123362117,1.18528274,1.108218474,17806.9,0.08056681181,2077823.7,9677618.5,4801.6,0,10607513.3,17562,44474,188264.8,88.9,0,0,17806.9,17848,0,196357.2,18291.7
2020/01/01,59,24,24,24,1452.564516,6138.354839,7590.919355,5.809677419,0,6293.706452,4.332824038,5.088725966,3.999600262,2.346700186,0.9753163555,0.9134736892,1.206112712,1.109986531,17806.9,0.08157312705,2122853.2,9867907.5,4981.7,0,10802618.2,17848,45029.5,190289,180.1,0,0,17806.9,17635,0,195104.9,18291.7
2020/02/01,60,24,23,24,1503.893103,6276.789655,7780.682759,6.017241379,0,6268.372414,4.168097054,5.070192882,4.001109763,2.380004931,1.001342811,0.9149278509,1.241260449,1.112159006,17806.9,0.08445563818,2166466.1,10049934.4,5156.2,0,10984401,16704,43612.9,182026.9,174.5,0,0,17806.9,16008,0,181782.8,18291.7
2020/03/01,61,24,23,24,1106.190323,4631.764516,5737.954839,4.425806452,0,5025.267742,4.542859976,5.061976056,4.00094483,2.405262187,0.9216950726,0.9150224831,1.141820721,1.112573793,17806.9,0.06212144296,2200758,10193519.1,5293.4,0,11140184.3,17852,34291.9,143584.7,137.2,0,0,17806.9,17016,0,155783.3,18291.7
2020/04/01,62,24,23,24,80.93666667,348.8033333,429.74,0.3233333333,0,416.1233333,5.141345085,5.062063527,3.994893126,2.407014097,0.8382210402,0.9149365156,1.03272267,1.112484412,17806.9,0.004545241826,2203186.1,10203983.2,5303.1,0,11152668,2583,2428.1,10464.1,9.7,0,0,17806.9,2336,0,12483.7,18291.7
2020/05/01,63,,,,0,0,0,0,0,0,,5.062063527,,2.407014097,,0.9149365156,,1.112484412,,,2203186.1,10203983.2,5303.1,0,11152668,0,0,0,0,0,0,,0,0,0,
2020/06/01,64,,,,0,0,0,0,0,0,,5.062063527,,2.407014097,,0.9149365156,,1.112484412,,,2203186.1,10203983.2,5303.1,0,11152668,0,0,0,0,0,0,,0,0,0,
2020/07/01,65,,,,0,0,0,0,0,0,,5.062063527,,2.407014097,,0.9149365156,,1.112484412,,,2203186.1,10203983.2,5303.1,0,11152668,0,0,0,0,0,0,,0,0,0,
2020/08/01,66,21,21,,0,0,0,0,0,67.69354839,,5.063016011,,2.407014097,0,0.9147643924,0,1.112275125,,,2203186.1,10203983.2,5303.1,0,11154766.5,0,0,0,0,0,0,,594,0,2098.5,18291.7
2020/09/01,67,24,24,22,876.0966667,3059.196667,3935.293333,3.503333333,0,4163.293333,4.752093567,5.05935059,3.998797697,2.425779412,0.7348020958,0.9127716848,0.9452356628,1.110425511,17806.9,0.04919984201,2229469,10295759.1,5408.2,0,11279665.3,10215,26282.9,91775.9,105.1,0,0,17806.9,15466,0,124898.8,18291.7
2020/10/01,68,24,24,22,1108.56129,4722.219355,5830.780645,4.435483871,0,6144.390323,5.542670826,5.066687475,4.001117403,2.449693317,0.7685415651,0.9103765626,0.9489600008,1.107744173,17806.9,0.06225459178,2263834.4,10442147.9,5545.7,0,11470141.4,15592,34365.4,146388.8,137.5,0,0,17806.9,17842,0,190476.1,18291.7
2020/11/01,69,24,24,24,1192.706667,4872.07,6064.776667,4.77,2.06,6160.44,5.165092283,5.068218619,3.999306899,2.473804752,0.7908639643,0.9084814453,0.9844713473,1.10578943,17806.9,0.06698002834,2299615.6,10588310,5688.8,61.8,11654954.6,16605,35781.2,146162.1,143.1,0,0,17806.9,17178,61.8,184813.2,18291.7
2020/12/01,70,24,24,24,1256.912903,5222.845161,6479.758065,5.029032258,4.212903226,6367.070968,5.065642139,5.068175691,4.001098441,2.49925179,0.8202900812,0.9070127775,1.01769842,1.104322433,17806.9,0.07058572257,2338579.9,10750218.2,5844.7,192.4,11852333.8,17333,38964.3,161908.2,155.9,0,0,17806.9,17856,130.6,197379.2,18291.7
2021/01/01,71,24,24,24,1382.6,5733.729032,7116.329032,5.529032258,4.235483871,6612.422581,4.78259987,5.063035965,3.999010746,2.526244095,0.8671147318,0.9063344754,1.076206027,1.103844429,17806.9,0.07764405933,2381440.5,10927963.8,6016.1,323.7,12057318.9,17675,42860.6,177745.6,171.4,0,0,17806.9,17759,131.3,204985.1,18291.7
2021/02/01,72,24,24,24,1402.95,5938.339286,7341.289286,5.610714286,8.5,6560.910714,4.67651072,5.056763576,3.99922612,2.550147103,0.9051089924,0.9063160841,1.118943635,1.104071029,17806.9,0.07878687475,2420723.1,11094237.3,6173.2,561.7,12241024.4,15555,39282.6,166273.5,157.1,0,0,17806.9,16114,238,183705.5,18291.7
2021/03/01,73,24,24,24,1481.522581,6451.467742,7932.990323,5.925806452,17.62580645,6785.996774,4.580420753,5.047894426,3.999808392,2.577138721,0.9507030369,0.9070660005,1.169023592,1.1051684,17806.9,0.08319935422,2466650.3,11294232.8,6356.9,1108.1,12451390.3,17801,45927.2,199995.5,183.7,0,0,17806.9,17856,546.4,210365.9,18291.7
2021/04/01,74,25,25,25,1515.543333,6830.353333,8345.896667,6.063333333,25.13333333,6726.826667,4.438557789,5.036866163,4.000765402,2.602904658,1.01539012,0.9087936532,1.240688527,1.1073298,18658.6,0.0812249222,2512116.6,11499143.4,6538.8,1862.1,12653195.1,17274,45466.3,204910.6,181.9,384,1676,18658.6,17664,754,200128.8,19165.4
