ProdDate,MonthlyOil(m3),AvgDlyOil(m3/d),CalDlyOil(m3/d),CumPrdOil(m3),MonthlyGas(E3m3),AvgDlyGas(E3m3/d),CalDlyGas(E3m3/d),CumPrdGas(E3m3),MonthlyWater(m3),AvgDlyWtr(m3/d),CalDlyWtr(m3/d),CumPrdWtr(m3),MonthlyFluid(m3),AvgDlyFluid(m3/d),CalDlyFluid(m3/d),CumPrdFluid(m3),MonInjGas(E3m3),AvgInjGas(E3m3/d),CalInjGas(E3m3/d),CumInjGas(E3m3),MonInjWtr(m3),AvgInjWtr(m3/d),CalInjWtr(m3/d),CumInjWtr(m3),MonInjSlv(E3m3),AvgInjSlv(E3m3/d),CalInjSlv(E3m3/d),CumInjSlv(E3m3),InjHours(hr),PrdHours(hr),Inj/PrdHours(hr),WCT(%),OCT(%),GOR(m3/m3),WGR(m3/E3m3),WOR(m3/m3),NbrofWells,MonInjSteam(m3),AvgInjSteam(m3/d),CalInjSteam(m3/d),CumInjSteam(m3),CumulativeMonth,MonthsNCG,SOR,MonInjGas(m3),CumInjGas(m3),CumPrdOilSinceSteamInj(m3),OilRate,SteamRate,SteamRateOverOilRate,DeltaMonInjSteam(m3),delta_wells,delta_SOR,delta_delta_SOR,CumPrdHours(hr),cSOR,cN/S,Ncg/O,NCG/S,time,NewOilRate,Prod/Inj,delta_OCT(%),delta_steam,delta_oil,delta_lnncg,delta_ncg,CalInjGas(m3/d),delta_PrdHours,delta_Inj/PrdHours,delta_cSOR,delta_delta_cSOR,scale,oil/wellhours(m3/d/well/hr),steam/wellhours(m3/d/well/hr),daily_sor,delta_sor_wellhour,Ncg/steam,lnncg,lnncg/steam,ncg/scale,oil/scale,Ncg/oil,OilRate/lnncg,cumsteam/oil,SteamRate/PrdHours,CumPrdHours(hr)/OilRate,CumOil/CumPrdHours,PrdHours(hr)/wells,min_sor,CumSteam/Months,cum_injected_volume,cum_produced_volume,system_volume,NCG_6_month_avg,SOR_6_month_avg,OIL_6_month_avg
2013-06-01,2940325.0,111037.05,98010.83,185822064.6,33690.3,1293.45,1123.01,6129754.5,7802848.5,292437.83,260094.95,444534877.6,10743173.5,403474.88,358105.78,630356942.2,5934.4,198.94,197.81,243896.6,1621350.3,60762.7,54045.01,152964480.4,1270.8,42.6,42.36,5550.6,1083569,1678967,2762536,72.63,27.37,11.46,231.61,2.65,4537,7140535.8,258569.1,238017.86,390870906.1,119,120,2.428485218470747,5934400.0,243896600.0,165056618.79999995,1.751270275115592,6.589830273845044,3.7628859277075803,35460730971668.195,2.0,0.04773760134243066,0.13259885254419057,139400151,2.103468750825622,0.6239824867845286,2.018280292144576,0.8310860930071943,1.3602985455051282,2.3822504080261053,1.5494786211122689,0.3100000000000023,14608.309999999998,4170.75,0.019294187744803182,3780.0,197810.0,22835.0,-9202.0,0.00522553015582039,0.0006591858770654824,7617473279,1.2866580086365145e-05,3.124630061468969e-05,2.4284853010631577,0.047737650379143126,0.8310720884558831,12.195062253010121,5.1235912519380364e-05,2.5967928308370506e-05,1.2866580086365145e-05,2.0182463509389725,0.1436048655416518,4.147186609280208,3.924931385694325e-06,79599450.17099027,2.0735899361796624,370.0610535596209,2.4284853010631577,3284629.4630252104,634767506.1,6760111442.2,-6125343936.099999,233626.66666666666,2.467271383009952,98938.97500000002
2013-07-01,3227900.5,112144.57,104125.82,189049965.1,36888.1,1385.32,1189.94,6166642.6,8446078.4,297577.53,272454.14,452980956.0,11673978.9,409722.09,376579.96,642030921.1,5436.7,176.99,175.38,249333.3,1683534.0,60190.48,54307.55,154648014.4,1040.7,39.77,33.57,6591.3,1144917,1778030,2922947,72.35,27.65,11.43,228.96,2.62,4573,7798005.6,266763.67,251548.57,398668911.7,120,121,2.415813498588324,5436700.0,249333300.0,168284519.29999995,1.8154364662013578,6.810978961793737,3.7517032893170397,110641989247267.08,36.0,-0.012671719882423105,-0.06040932122485376,141178181,2.1088018264860287,0.6254144546581157,1.6842836388544196,0.6971910869107353,1.4129559523559443,2.5651317610432494,1.5529772027142579,0.2799999999999976,13530.710000000021,6114.990000000005,-0.12035192567677466,-22430.0,175380.0,99063.0,160411.0,0.005333075660406639,0.00010754550458624834,8130931190,1.2806137152908314e-05,3.0937240043228064e-05,2.4158135801475558,-0.01267172091560198,0.6972013396856122,12.074710327333346,4.800150653741878e-05,2.1569485204313972e-05,1.2806137152908314e-05,1.6843084645095712,0.1503503120974903,4.300800116680663,3.830632195066302e-06,77765420.94882727,2.1640019078754533,388.81040892193306,2.4158135801475558,3322240.930833333,648002211.7,6808673521.1,-6160671309.400001,219556.66666666666,2.458150259882944,99981.7
2013-08-01,3362619.7,115066.92,108471.6,192412584.8,39222.7,1368.95,1265.25,6205865.3,8989052.5,310807.97,289969.44,461970008.5,12351672.2,425874.9,398441.04,654382593.3,7182.9,234.83,231.71,256516.2,1701140.1,59739.91,54875.49,156349154.5,1305.9,42.24,42.13,7897.2,1162066,1822858,2984924,72.78,27.22,11.66,229.18,2.67,4622,8102950.2,276890.2,261385.49,406771861.9,121,122,2.409713533766545,7182900.0,256516200.0,171647138.99999994,1.8446964601740783,6.972882951570737,3.779962233414124,52342868143499.48,49.0,-0.006099964821778769,0.006571755060644335,143001039,2.1140605866441224,0.6306144156624616,2.1361023965927517,0.8864549112001207,1.4346149726632105,2.6464291617845563,1.5686355163992407,-0.4299999999999997,9836.919999999984,4345.779999999999,0.2785315414134475,56330.0,231710.0,44828.0,61977.0,0.005258760158093789,-7.431550231284945e-05,8425249676,1.2874585818980542e-05,3.10240645739648e-05,2.409713602454467,-0.006099977693088565,0.8864684875966146,12.353241868746794,4.726062593890271e-05,2.7501855601982282e-05,1.2874585818980542e-05,2.136135172708801,0.149328935657051,4.371588236873259,3.825247469397362e-06,77520091.83478643,2.214227756151533,394.3872782345305,2.409713602454467,3361750.924793388,663288061.9,6860247893.3,-6196959831.400001,216753.33333333334,2.43892773845532,101162.085
2013-09-01,3149158.9,115271.32,104971.96,195561743.7,35401.5,1368.39,1180.05,6241266.8,8483696.8,313227.31,282789.89,470453705.3,11632855.7,428498.63,387761.86,666015449.0,6882.8,234.98,229.43,263399.0,1654529.2,61668.09,55150.97,158003683.7,452.4,15.12,15.08,8349.6,1140090,1769685,2909775,72.93,27.07,11.24,239.64,2.69,4734,7658513.4,322245.2,255283.78,414430375.3,122,123,2.431923457403182,6882800.0,263399000.0,174796297.89999995,1.7795025103337598,6.717463884430177,3.774911159394916,-77685907290522.66,112.0,0.022209923636636653,0.028309888458415422,144770724,2.119179178192202,0.6355687606376086,2.185599462764486,0.8987122748913646,1.3775050290595505,2.451273657208849,1.5522327184695945,-0.14999999999999858,-6101.709999999992,-3499.6399999999994,-0.009888617682586975,-2280.0,229430.0,-53173.0,-75149.0,0.005118591548079365,-0.00014016861001442393,8377688790,1.2529942640659968e-05,3.0471862395356418e-05,2.4319235346277233,0.022209932173256064,0.8987253322557351,12.343353251064208,4.8351498285806515e-05,2.7385834655717736e-05,1.2529942640659968e-05,2.1856312866788423,0.14416686245128213,4.21908188025138,3.7958528689739567e-06,81354605.09850425,2.14857287658586,373.82446134347276,2.4319235346277233,3396970.2893442623,677829375.3,6907282249.0,-6229452873.7,208411.66666666666,2.422048698947865,101720.17666666668
2013-10-01,3337587.9,119572.67,107664.13,198899331.6,32495.2,1571.37,1048.23,6273762.0,9037802.6,326377.03,291542.02,479491507.9,12375390.5,445949.7,399206.15,678390839.5,5454.2,182.64,175.94,268853.2,1625405.0,58966.61,52432.42,159629088.7,0.0,0.0,0.0,8349.6,1243771,1875243,3119014,73.03,26.97,9.74,278.13,2.71,4850,8216763.9,286085.93,265056.9,422647139.2,123,124,2.461886891428388,5454200.0,268853200.0,178133885.79999995,1.7798162158184299,6.606331792588829,3.711805597608277,99443330814792.88,116.0,0.02996343402520596,0.007753510388569307,146645967,2.124929912031942,0.6361174016435884,1.6341741890902708,0.6637893051788917,1.3502524989635154,2.4032012931046225,1.507707608554951,-0.10000000000000142,9773.120000000024,2692.1699999999983,-0.26545494425754157,-53490.0,175940.0,105558.0,209239.0,0.005750733839740008,0.0006321422916606423,9094928550,1.1837820320204716e-05,2.914337353425388e-05,2.461886795537195,0.029963260909471767,0.6637820030340654,12.077898306806665,4.556719069304238e-05,1.9344846859737012e-05,1.1837820320204716e-05,1.6341561483847962,0.14736141757505858,4.222858714046136,3.5229203855654063e-06,82393881.84951803,2.161979528107911,386.6480412371134,2.461886795537195,3436155.6032520323,691500339.2,6952152839.5,-6260652500.3,200716.66666666666,2.4214283694642504,102847.40333333334
2013-11-01,3392061.5,119075.05,113068.72,202291393.1,38086.7,1369.16,1269.56,6311848.7,9213683.0,324837.4,307122.77,488705190.9,12605744.5,443912.45,420191.48,690996584.0,8870.1,301.87,295.67,277723.3,1609816.1,58574.22,53660.54,161238904.8,0.0,0.0,0.0,8349.6,1281881,1886642,3168523,73.09,26.91,11.23,241.91,2.72,4912,8490969.4,293605.17,283032.31,431138108.6,124,125,2.5031885182506275,8870100.0,277723300.0,181525947.29999995,1.7979359624136428,6.6238359098855515,3.6841333887072203,49775413142370.14,62.0,0.0413016268222397,0.011338192797033741,148532609,2.1312726260522252,0.6441631914697322,2.6149584846854927,1.044651038313717,1.35160023104398,2.4300906622005605,1.471776241320372,-0.05999999999999872,17975.409999999974,5404.5899999999965,0.5191009397105493,119730.0,295670.0,11399.0,49509.0,0.006342714020283413,0.0005919801805434055,9267185504,1.2200977303324304e-05,3.0541345037048694e-05,2.5031884149745394,0.04130161943734434,1.0446510506168005,12.596999246517216,4.450728344943097e-05,3.190504818020313e-05,1.2200977303324304e-05,2.6149584075949566,0.14272732158102902,4.270236413849244,3.5109129924413595e-06,82612847.23433758,2.1973089341066756,384.0883550488599,2.5031884149745394,3476920.2306451616,708861408.6,7002845284.0,-6293983875.4,217656.66666666666,2.441835186317969,106052.17666666668
2013-12-01,3595523.9,121041.84,115984.64,205886917.0,40696.0,1532.78,1312.77,6352544.7,9886368.7,333570.13,318915.12,498591559.6,13481892.6,454611.98,434899.76,704478476.6,9906.4,322.56,319.56,287629.7,1696530.4,56854.12,54726.79,162935435.2,0.0,0.0,0.0,8349.6,1350828,1974989,3325817,73.33,26.67,11.32,242.93,2.75,4984,8809351.0,297423.85,284172.61,439947459.6,125,126,2.4500882889417035,9906400.0,287629700.0,185121471.19999996,1.820528570032542,6.521445365361097,3.5821713939070596,58939270195009.836,72.0,-0.053100229308923996,-0.0944018561311637,150507598,2.136840290828193,0.6537819317368323,2.755203490651251,1.1245323293395848,1.3241513432205274,2.4106553513799365,1.4620580858554901,-0.23999999999999844,1140.2999999999884,2915.9199999999983,0.0777010820787627,23890.0,319560.0,88347.0,157294.0,0.005567664775967707,-0.0007750492443157064,9843345176,1.1783051180892571e-05,2.8869515893120193e-05,2.450088304796221,-0.05310011017831817,1.1245278001986188,12.674700328595979,4.4602118158382605e-05,3.246457320008951e-05,1.1783051180892571e-05,2.7551924116848574,0.143634841284978,4.326547938081846,3.3020160443228276e-06,82672472.4222865,2.239215373339865,396.26585072231137,2.450088304796221,3519579.6768,727577159.6,7057023176.6,-6329446017.0,237948.33333333334,2.4454356980631284,109047.81166666666
2014-01-01,3608088.0,124849.59,116389.94,209495005.0,43069.7,1494.72,1389.35,6395614.4,9691764.4,339900.54,312637.56,508283324.0,13299852.4,464750.13,429027.5,717778329.0,9529.5,345.29,307.4,297159.2,1734074.2,59104.12,55937.88,164669509.4,0.0,0.0,0.0,8349.6,1345805,1966924,3312729,72.87,27.13,11.94,225.03,2.69,5042,8767229.8,301639.86,282813.86,448714689.4,126,127,2.429882475150274,9529500.0,297159200.0,188729559.19999996,1.8343809928599173,6.514487462893956,3.5513273895939435,-7949515508974.897,58.0,-0.020205813791429605,0.03289441551749439,152474522,2.141887294162455,0.6622453131573366,2.6411495506761478,1.0869453883825424,1.335882022779648,2.450516591290245,1.4615222859180936,0.4599999999999973,-1358.75,405.3000000000029,-0.0387952185093452,-12160.0,307400.0,-8065.0,-13088.0,0.005047003334262001,-0.0005206614417057054,9917230808,1.1736133024766443e-05,2.851742240100539e-05,2.4298823420649582,-0.02020596273126296,1.0869339996278824,12.635905110086632,4.467922862792733e-05,3.099655598940256e-05,1.1736133024766443e-05,2.6411217326858316,0.14517210891332347,4.361339585285279,3.3120178831993284e-06,83120421.8717304,2.270555838747345,390.10789369297896,2.4298823420649582,3561227.6936507933,745873889.4,7113392729.0,-6367518839.6,259951.66666666666,2.44778052749012,111091.83166666667
2014-02-01,3366472.9,127902.56,120231.18,212861477.9,40164.2,1527.02,1434.44,6435778.6,8868207.0,338978.89,316721.68,517151531.0,12234679.9,466881.45,436952.85,730013008.9,6896.1,267.97,246.29,304055.3,1592617.5,61786.76,56879.2,166262126.9,0.0,0.0,0.0,8349.6,1196279,1792798,2989077,72.48,27.52,11.93,220.8,2.63,5057,8185172.0,309995.2,292327.57,456899861.4,127,128,2.4313791446234427,6896100.0,304055300.0,192096032.09999996,1.8777759122890587,6.842193167312976,3.6437751291484832,-111810993832855.5,15.0,0.0014966694731688435,0.02170248326459845,154267320,2.1464657011103085,0.6654747039500853,2.048464432908401,0.8425113119186745,1.4170796075767456,2.6609579529036447,1.4986453828914492,0.39000000000000057,9513.710000000021,3841.2399999999907,-0.22164012769546204,-61110.0,246290.0,-174126.0,-323652.0,0.004578406947853608,-0.0004685963864083931,9066179486,1.3261504494330943e-05,3.224374395536868e-05,2.4313790316289006,0.0014966895639423328,0.8425137594787929,12.41426498239117,4.246696602168304e-05,2.716579793950927e-05,1.3261504494330943e-05,2.048470288655572,0.15125953207479959,4.466284621738054,3.816488621313151e-06,82154275.69945982,2.338235356157647,354.51809373146136,2.4313790316289006,3597636.7039370076,760955161.4,7165791608.9,-6404836447.5,262381.6666666667,2.451391462632936,113051.76166666667
2014-03-01,3869463.4,131690.24,124821.4,216730941.3,45186.6,1979.65,1457.63,6480965.2,10125920.9,343175.64,326642.61,527277451.9,13995384.3,474865.88,451464.01,744008393.2,10852.8,364.43,350.09,314908.1,1798204.9,64070.81,58006.61,168060331.8,0.0,0.0,0.0,8349.6,1348090,2046606,3394696,72.35,27.65,11.68,224.09,2.62,5110,9295299.3,316191.27,299848.36,466195160.7,128,129,2.4022192069318966,10852800.0,314908100.0,195965495.49999997,1.8906733391771546,6.895162266614247,3.646934731525389,217546646412577.25,53.0,-0.029159937691546123,-0.030656607164714966,156313926,2.1510318642260238,0.6754855617273249,2.8047299788389264,1.167557885952096,1.430420005952699,2.704456969080395,1.518152348878784,0.129999999999999,7520.789999999979,4590.220000000001,0.3516805608760105,103800.0,350090.0,253808.0,405619.0,0.004566163115715227,-1.2243832138381094e-05,10458156660,1.1935315568317371e-05,2.8671243867176873e-05,2.402219170751169,-0.029159860877731703,1.1675568277245205,12.765945543267181,4.257467188837445e-05,3.3475306536477144e-05,1.1935315568317371e-05,2.8047273945012634,0.14810288299986557,4.497846720107415,3.369071656495802e-06,82676326.34415305,2.370273380124114,400.5099804305284,2.402219170751169,3642149.69296875,781103260.7,7224973593.2,-6443870332.5,282491.6666666667,2.4464407542210553,116360.00166666666
2014-04-01,3800221.6,132415.74,126674.05,220531162.9,43074.4,1555.86,1435.81,6524039.6,9860607.8,346044.08,328686.93,537138059.7,13660829.4,478459.82,455360.98,757669222.6,9895.3,373.45,329.84,324803.4,1703962.7,61297.55,56798.76,169764294.5,0.0,0.0,0.0,8349.6,1300226,1994616,3294842,72.18,27.82,11.33,228.92,2.59,5131,8944122.4,317667.59,298137.41,475139283.1,129,130,2.353579170225231,9895300.0,324803400.0,199765717.09999996,1.9052397052866317,6.8788982838368105,3.6105159181542055,-70153105257455.055,21.0,-0.0486400367066655,-0.01948009901511938,158308542,2.1545221856715653,0.6835961823254264,2.6038744687941353,1.1063466662754973,1.4341722674719355,2.7324419482084905,1.5340533107321344,0.1700000000000017,-1710.9500000000116,1852.6500000000087,-0.0595825758863997,-20250.0,329840.0,-51990.0,-99854.0,0.003490321445541511,-0.0010758416701737161,10234374696,1.2377312123378603e-05,2.9130984437820508e-05,2.3535792058436593,-0.04863996490750955,1.106335498118133,12.706362967380782,4.261914989930577e-05,3.2228642178687726e-05,1.2377312123378603e-05,2.603848223057524,0.14994374945668398,4.53157949644777,3.4487331315084257e-06,83091141.5297129,2.404175865468943,388.738257649581,2.3535792058436593,3683250.2565891473,799942683.1,7281708822.6,-6481766139.5,308141.6666666667,2.428389467353863,119528.32166666666
2014-05-01,3873649.8,130866.02,124956.45,224404812.7,41179.2,1461.27,1328.36,6565218.8,10042647.6,343209.38,323956.37,547180707.3,13916297.4,474075.4,448912.82,771585520.0,8529.9,288.95,275.16,333333.3,1823101.6,63657.52,58809.73,171587396.1,0.0,0.0,0.0,8349.6,1369390,1992897,3362287,72.16,27.84,10.63,243.88,2.59,5196,9112918.7,419829.49,293965.12,484252201.8,130,131,2.3525406710746024,8529900.0,333333300.0,203639366.89999998,1.9437280501701792,6.65472852876098,3.4236932106723152,34373571667062.24,65.0,-0.0010384991506287022,0.0476015375560368,160301439,2.157940357755973,0.6883464830123153,2.2020317892443453,0.9360228353622864,1.3874354162102809,2.6967971362874605,1.45531733107442,0.019999999999999574,-4172.289999999979,-1717.6000000000058,-0.18125494174083112,-54680.0,275160.0,-1719.0,67445.0,0.0034181720844075336,-7.214936113397741e-05,10355092812,1.2067149205576816e-05,2.8388458253057713e-05,2.3525405851398626,-0.0010386207037966777,0.9360294173676115,12.52510802563995,4.2607463176719574e-05,2.6572432038574372e-05,1.2067149205576816e-05,2.2020471932421257,0.1551865298240306,4.62216418330129,3.33922351670005e-06,82471125.00432616,2.4692201893610366,383.5444572748268,2.3525405851398626,3725016.936923077,817585501.8,7336804320.0,-6519218818.2,304723.3333333333,2.4032814928245254,121509.60999999999
2014-06-01,3844643.7,136293.41,128154.79,228249456.4,42615.9,1619.46,1420.53,6607834.7,9963451.7,357134.2,332115.06,557144159.0,13808095.4,493427.61,460269.85,785393615.4,9831.7,370.82,327.72,343165.0,1807837.0,65694.65,60261.23,173395233.1,0.0,0.0,0.0,8349.6,1361247,1949213,3310460,72.16,27.84,11.08,233.8,2.59,5226,9013676.0,487551.91,300455.87,493265877.8,131,132,2.344476290481742,9831700.0,343165000.0,207484010.59999996,1.9724081975648635,6.621631489362327,3.357130383830993,-20591273418772.46,30.0,-0.00806438059286041,-0.007025881442231707,162250652,2.1610823770619065,0.6956998556854159,2.557246071983211,1.0907536503419915,1.3805350589027008,2.722978667205379,1.431931897737883,0.0,6490.75,3198.3399999999965,0.17480683861580104,52560.0,327720.0,-43684.0,-51827.0,0.0031420193059337187,-0.0002761527784738149,10186587138,1.2580738599087022e-05,2.9495243689535698e-05,2.3444763164919546,-0.00806426864790799,1.0907425439882403,12.699914864255751,4.226881925873424e-05,3.217171713747726e-05,1.2580738599087022e-05,2.5572200617706136,0.15530877321991024,4.689140421655934,3.397079482520549e-06,82260179.30787084,2.522289792530849,372.98373517030234,2.3444763164919546,3765388.380152672,836430877.8,7393228315.4,-6556797437.599999,306083.3333333333,2.385679493081198,123537.96833333332
2014-07-01,3936767.7,135294.76,126992.51,232186224.1,46505.4,1628.8,1500.17,6654340.1,10303577.6,362431.63,332373.47,567447736.6,14240345.3,497726.39,459365.98,799633960.7,11995.0,406.96,386.94,355160.0,1904420.4,65501.27,61432.92,175299653.5,0.0,0.0,0.0,8349.6,1448000,2021336,3469336,72.35,27.65,11.81,221.56,2.62,5330,9494519.3,678418.23,306274.82,502760397.1,132,133,2.4117550293861636,11995000.0,355160000.0,211420778.29999995,1.9476067808617668,6.55698846685083,3.3666900995022866,101660264726340.53,104.0,0.0672787389044216,0.07534311949728201,164271988,2.1653325861549253,0.7064200005581545,3.0469158746654013,1.2633604315281133,1.3602649392600972,2.6492612194714846,1.395950276243094,-0.19000000000000128,5818.950000000012,-1162.2799999999988,0.1661100569767271,59220.0,386940.0,72123.0,158876.0,0.004250209093018764,0.0011081897870850455,10773720880,1.178724708153011e-05,2.8427951996469395e-05,2.411754992479478,0.06727867598752324,1.2633751609094082,12.866024921232478,4.200810540426561e-05,3.5915168427864453e-05,1.178724708153011e-05,3.0469513516978286,0.15137595277370247,4.631425380296761,3.2438884316367143e-06,84345561.75005399,2.506602290782237,379.2375234521576,2.411754992479478,3808790.887121212,857920397.1,7453974060.7,-6596053663.599999,319340.0,2.382658252120513,125305.06333333334
2014-08-01,4067519.0,137425.22,131210.29,236253743.1,49155.4,1700.11,1585.66,6703495.5,10778960.2,365397.77,347708.39,578226696.8,14846479.2,502822.99,478918.68,814480439.9,11736.8,410.92,378.61,366896.8,1895585.0,66413.19,61147.9,177195238.5,0.0,0.0,0.0,8349.6,1458434,2094321,3552755,72.6,27.4,12.08,219.28,2.65,5400,9683560.3,547309.3,312372.91,512443957.4,133,134,2.3807043802376833,11736800.0,366896800.0,215488297.29999995,1.942165981241653,6.639697305466,3.4187074480735946,40736123209889.29,70.0,-0.031050649148480325,-0.09832938805290192,166366309,2.1690405860917763,0.71597448794505,2.8854935895812655,1.2120335534028739,1.3705922932594334,2.6619177261204547,1.436006703080153,-0.25,6098.089999999967,4217.780000000013,-0.021762990723040332,-8330.0,378610.0,72985.0,83419.0,0.003707999936851003,-0.0005422091561677611,11309333400,1.160194729072184e-05,2.762080654550338e-05,2.3807043639641368,-0.031050628515341128,1.212044924126103,12.844261930509438,4.111836052143394e-05,3.3477658373746415e-05,1.160194729072184e-05,2.885520640187595,0.15120884265279239,4.618585945618899,3.1703341108960853e-06,85660191.04795553,2.515617752701044,387.83722222222224,2.3807043639641368,3852962.0857142857,879340757.4,7517975939.9,-6638635182.5,341393.3333333333,2.37421245805622,127134.915
2014-09-01,3838278.2,136232.24,127942.61,240092021.3,48234.2,1731.18,1607.81,6751729.7,10128503.5,360387.79,337616.78,588355200.3,13966781.7,496620.03,465559.39,828447221.6,12238.2,421.68,407.94,379135.0,1663279.0,66073.32,55442.63,178858517.5,0.0,0.0,0.0,8349.6,1357332,1965605,3322937,72.52,27.48,12.57,209.99,2.64,5463,9040898.9,603795.56,301363.3,521484856.3,134,135,2.3554569077353484,12238200.0,379135000.0,219326575.49999994,1.9527210197369258,6.660786675625419,3.4110283078341483,-140952724068035.75,63.0,-0.025247472502334833,0.0058031766461454914,168331914,2.1720207671890677,0.7270297409785014,3.1884609093733745,1.3536485846556696,1.3772245288267884,2.689335286337353,1.4481387015114946,0.08000000000000185,-11009.609999999986,-3267.6800000000076,0.07461345323912205,29330.0,407940.0,-128716.0,-229818.0,0.002980181097291368,-0.0007278188395596352,10738100115,1.1914827448970939e-05,2.8064862198390853e-05,2.355456872421158,-0.025247491542978562,1.35364856968317,12.91887538374856,4.2868110960254816e-05,3.798996057320704e-05,1.1914827448970939e-05,3.1884608263032934,0.15115255482635684,4.642914056584541,3.388669989965135e-06,86203770.17433755,2.544280546621526,359.8032216730734,2.355456872421158,3891678.0320895524,900619856.3,7580176921.6,-6679557065.3,351035.0,2.366418741523462,127655.11666666668
2014-10-01,4291197.3,155694.14,138425.72,244383218.6,50649.0,2566.68,1633.84,6802378.7,10965921.8,378185.66,353739.41,599321122.1,15257119.1,533879.8,492165.13,843704340.7,12200.0,419.23,393.55,391335.0,1826526.3,63701.05,58920.2,180685043.8,0.0,0.0,0.0,8349.6,1506051,2133686,3639737,71.87,28.13,11.8,216.51,2.56,5502,9701076.3,509115.34,312937.95,531185932.6,135,136,2.260692208209583,12200000.0,391335000.0,223617772.79999995,2.011166263452073,6.4413995940376525,3.2028180419958376,147627399840894.78,39.0,-0.09476469952576538,-0.06951722702343055,170465600,2.173577775278552,0.7367194347269881,2.8430293801685607,1.2575924178639848,1.3496784092588046,2.7144276832109675,1.4167421953174228,0.6499999999999986,11574.650000000023,10483.11,-0.03591198017796415,-14390.0,393550.0,168081.0,316800.0,0.0015570080894842242,-0.0014231730078071436,11739540372,1.1791408829783442e-05,2.6656746353237893e-05,2.2606922326284455,-0.09476463979271266,1.2575975524860439,12.882963403570596,4.11677887056223e-05,3.352345897107325e-05,1.1791408829783442e-05,2.843041018677743,0.156110531439891,4.777362791377587,3.0189069966422674e-06,84759576.12147082,2.638259687371824,387.80189022173755,2.2606922326284455,3934710.611851852,922520932.6,7646083040.7,-6723562108.099999,361653.3333333333,2.3509375811875204,129613.72833333333
2014-11-01,4313573.5,151694.15,143785.78,248696792.1,44157.6,1628.01,1471.92,6846536.3,10806211.5,376532.39,360207.05,610127333.6,15119785.0,528226.54,503992.83,858824125.7,10686.6,369.13,356.22,402021.6,1788627.4,63932.64,59620.91,182473671.2,0.0,0.0,0.0,8349.6,1471203,2107814,3579017,71.47,28.53,10.24,244.72,2.51,5542,9727242.6,794422.31,324241.42,540913175.2,136,137,2.2550311476088214,10686600.0,402021600.0,227931346.29999995,2.046467809778282,6.611760987436812,3.230816021559187,5964119986689.434,40.0,-0.005661060600761658,0.08910363892500373,172573414,2.1749905603225512,0.7432275981285803,2.477435472004824,1.0986258325663638,1.3969776246120378,2.858869739749064,1.4327145879936352,0.40000000000000213,11303.469999999972,5360.059999999998,-0.09965960707781996,-37330.0,356220.0,-25872.0,-60720.0,0.0014127850439993317,-0.0001442230454848925,11681505188,1.2308840143965871e-05,2.775681855905708e-05,2.2550311998863863,-0.005661032742059202,1.0986258325663638,12.783303796492776,3.942526465771331e-05,3.0494357898837584e-05,1.2308840143965871e-05,2.4774355294383077,0.16008911642542287,4.856556234590014,3.136785782539072e-06,84327451.02337912,2.7029317681712897,380.3345362684951,2.2550311998863863,3977302.75882353,942934775.2,7705360425.7,-6762425650.5,375163.3333333333,2.3346859939432236,132751.94999999998
2014-12-01,4484410.9,150526.46,144658.42,253181203.0,48484.0,1763.73,1564.0,6895020.3,11248568.0,379309.06,362857.03,621375901.6,15732978.9,529835.51,507515.45,874557104.6,11534.6,380.2,372.08,413556.2,1820650.3,62571.4,58730.65,184294321.5,76.0,3.43,2.45,8425.6,1543608,2203798,3747406,71.5,28.5,10.81,232.01,2.51,5608,10344650.6,845533.06,333698.41,551257825.8,137,138,2.3068025724404513,11534600.0,413556200.0,232415757.19999996,2.0348556900405574,6.701604682017714,3.2934053824151737,143495347821337.56,66.0,0.051771424831629886,0.057432485432391545,174777212,2.177325248746843,0.750204678545536,2.572155018176412,1.1150304100169415,1.4159604086661624,2.8812750944464933,1.4276927821053014,-0.030000000000001137,9456.98999999999,872.640000000014,0.04356036740520253,15860.0,372080.0,95984.0,168389.0,0.002334688424291631,0.0009219033802922993,12358899184,1.1704798125327925e-05,2.7000657989994006e-05,2.306802535241294,0.051771335354907855,1.1150187979619082,12.826864163897978,3.843849350045743e-05,3.0106241216183708e-05,1.1704798125327925e-05,2.5721281899802304,0.15864015273255858,4.826394462330872,3.040934188168659e-06,85891698.78504576,2.7059164097062296,392.97396576319545,2.306802535241294,4023779.750364963,964814025.8,7769577404.6,-6804763378.8,382556.6666666667,2.3284070409363418,135502.55500000002
